YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE"
2017,"ILLINOIS, SOUTHWEST, WILLIAMSON",17,80,199,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","33,800","33,900","1,595,000",47.2
2017,"ILLINOIS, WEST SOUTHWEST, BOND",17,60,005,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","84,000","84,300","4,578,000",54.5
2017,"ILLINOIS, WEST SOUTHWEST, CALHOUN",17,60,013,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","21,300","21,500","1,142,000",53.6
2017,"ILLINOIS, WEST SOUTHWEST, CASS",17,60,017,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","65,400","65,800","4,113,000",62.9
2017,"ILLINOIS, WEST SOUTHWEST, CHRISTIAN",17,60,021,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","182,000","183,000","11,934,000",65.6
2017,"ILLINOIS, WEST SOUTHWEST, GREENE",17,60,061,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","99,300","99,600","6,347,000",63.9
2017,"ILLINOIS, WEST SOUTHWEST, JERSEY",17,60,083,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","55,200","55,800","3,142,000",56.9
2017,"ILLINOIS, WEST SOUTHWEST, MACOUPIN",17,60,117,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","162,000","163,000","9,928,000",61.3
2017,"ILLINOIS, WEST SOUTHWEST, MADISON",17,60,119,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","119,500","120,000","6,781,000",56.7
2017,"ILLINOIS, WEST SOUTHWEST, MONTGOMERY",17,60,135,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","155,900","156,500","9,651,000",61.9
2017,"ILLINOIS, WEST SOUTHWEST, MORGAN",17,60,137,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","124,000","124,500","7,469,000",60.2
2017,"ILLINOIS, WEST SOUTHWEST, PIKE",17,60,149,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","130,500","131,000","7,526,000",57.7
2017,"ILLINOIS, WEST SOUTHWEST, SANGAMON",17,60,167,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","167,700","168,500","11,795,000",70.3
2017,"ILLINOIS, WEST SOUTHWEST, SCOTT",17,60,171,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","48,200","48,500","3,033,000",62.9
2017,"ILLINOIS, WEST, ADAMS",17,30,001,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","137,500","138,000","7,688,000",55.9
2017,"ILLINOIS, WEST, BROWN",17,30,009,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","36,500","36,700","2,084,000",57.1
2017,"ILLINOIS, WEST, FULTON",17,30,057,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","119,700","120,000","7,190,000",60.1
2017,"ILLINOIS, WEST, HANCOCK",17,30,067,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","157,100","157,500","10,377,000",66.1
2017,"ILLINOIS, WEST, HENDERSON",17,30,071,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","60,500","60,800","3,727,000",61.6
2017,"ILLINOIS, WEST, KNOX",17,30,095,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","130,200","130,500","8,292,000",63.7
2017,"ILLINOIS, WEST, MCDONOUGH",17,30,109,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","121,200","121,500","7,843,000",64.7
2017,"ILLINOIS, WEST, SCHUYLER",17,30,169,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","63,200","63,500","3,701,000",58.6
2017,"ILLINOIS, WEST, WARREN",17,30,187,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","120,100","120,500","7,606,000",63.3
2017,"IOWA, CENTRAL, BOONE",19,50,015,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","106,900","107,500","6,058,000",56.7
2017,"IOWA, CENTRAL, DALLAS",19,50,049,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","103,400","104,000","5,644,000",54.6
2017,"IOWA, CENTRAL, GRUNDY",19,50,075,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","127,200","128,000","8,086,000",63.6
2017,"IOWA, CENTRAL, HAMILTON",19,50,079,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","114,300","115,000","6,541,000",57.2
2017,"IOWA, CENTRAL, HARDIN",19,50,083,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","97,400","98,000","5,813,000",59.7
2017,"IOWA, CENTRAL, JASPER",19,50,099,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","141,500","142,500","8,555,000",60.5
2017,"IOWA, CENTRAL, MARSHALL",19,50,127,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","128,200","129,000","8,144,000",63.5
2017,"IOWA, CENTRAL, POLK",19,50,153,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","70,300","71,000","4,016,000",57.1
2017,"IOWA, CENTRAL, POWESHIEK",19,50,157,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","111,300","112,000","6,296,000",56.6
2017,"IOWA, CENTRAL, STORY",19,50,169,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","109,300","110,000","6,330,000",57.9
2017,"IOWA, CENTRAL, TAMA",19,50,171,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","139,700","140,500","8,318,000",59.5
2017,"IOWA, CENTRAL, WEBSTER",19,50,187,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","159,500","160,500","9,233,000",57.9
2017,"IOWA, EAST CENTRAL, BENTON",19,60,011,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","158,600","159,500","9,133,000",57.6
2017,"IOWA, EAST CENTRAL, CEDAR",19,60,031,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","117,300","118,000","6,986,000",59.6
2017,"IOWA, EAST CENTRAL, CLINTON",19,60,045,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","114,800","116,000","6,848,000",59.7
2017,"IOWA, EAST CENTRAL, IOWA",19,60,095,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","102,400","103,000","5,808,000",56.7
2017,"IOWA, EAST CENTRAL, JACKSON",19,60,097,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","54,200","54,500","3,211,000",59.2
2017,"IOWA, EAST CENTRAL, JOHNSON",19,60,103,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","92,200","92,700","5,201,000",56.4
2017,"IOWA, EAST CENTRAL, JONES",19,60,105,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","76,800","77,200","4,220,000",54.9
2017,"IOWA, EAST CENTRAL, LINN",19,60,113,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","104,400","105,000","5,849,000",56
2017,"IOWA, EAST CENTRAL, MUSCATINE",19,60,139,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","74,300","74,700","4,483,000",60.3
2017,"IOWA, EAST CENTRAL, SCOTT",19,60,163,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","70,000","70,400","4,437,000",63.4
2017,"IOWA, NORTH CENTRAL, BUTLER",19,20,023,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","106,900","107,500","5,977,000",55.9
2017,"IOWA, NORTH CENTRAL, CERRO GORDO",19,20,033,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","113,400","114,000","6,263,000",55.2
2017,"IOWA, NORTH CENTRAL, FLOYD",19,20,067,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","106,800","107,500","5,777,000",54.1
2017,"IOWA, NORTH CENTRAL, FRANKLIN",19,20,069,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","113,300","114,000","6,458,000",57
2017,"IOWA, NORTH CENTRAL, HANCOCK",19,20,081,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","115,400","116,000","6,625,000",57.4
2017,"IOWA, NORTH CENTRAL, HUMBOLDT",19,20,091,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","104,400","105,000","6,051,000",58
2017,"IOWA, NORTH CENTRAL, KOSSUTH",19,20,109,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","217,500","218,500","13,145,000",60.4
2017,"IOWA, NORTH CENTRAL, MITCHELL",19,20,131,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","92,500","93,000","5,036,000",54.4
2017,"IOWA, NORTH CENTRAL, WINNEBAGO",19,20,189,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","90,000","90,500","5,394,000",59.9
2017,"IOWA, NORTH CENTRAL, WORTH",19,20,195,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,000","93,500","5,100,000",54.8
2017,"IOWA, NORTH CENTRAL, WRIGHT",19,20,197,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","132,800","133,500","7,689,000",57.9
2017,"IOWA, NORTHEAST, ALLAMAKEE",19,30,005,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","34,500","34,700","1,815,000",52.6
2017,"IOWA, NORTHEAST, BLACK HAWK",19,30,013,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,600","94,200","5,566,000",59.5
2017,"IOWA, NORTHEAST, BREMER",19,30,017,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","74,700","75,200","4,242,000",56.8
2017,"IOWA, NORTHEAST, BUCHANAN",19,30,019,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","84,800","85,300","4,744,000",55.9
2017,"IOWA, NORTHEAST, CHICKASAW",19,30,037,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","88,800","89,300","4,474,000",50.4
2017,"IOWA, NORTHEAST, CLAYTON",19,30,043,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","57,300","57,800","3,383,000",59
2017,"IOWA, NORTHEAST, DELAWARE",19,30,055,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","58,100","58,500","3,663,000",63
2017,"IOWA, NORTHEAST, DUBUQUE",19,30,061,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","40,400","40,600","2,408,000",59.6
2017,"IOWA, NORTHEAST, FAYETTE",19,30,065,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","114,800","115,500","6,463,000",56.3
2017,"IOWA, NORTHEAST, HOWARD",19,30,089,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","88,800","89,300","4,584,000",51.6
2017,"IOWA, NORTHEAST, WINNESHIEK",19,30,191,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","67,200","67,600","3,671,000",54.6
2017,"IOWA, NORTHWEST, BUENA VISTA",19,10,021,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","142,700","143,500","8,058,000",56.5
2017,"IOWA, NORTHWEST, CHEROKEE",19,10,035,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","134,700","135,500","8,400,000",62.4
2017,"IOWA, NORTHWEST, CLAY",19,10,041,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","127,300","128,000","7,328,000",57.6
2017,"IOWA, NORTHWEST, DICKINSON",19,10,059,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","80,000","80,400","4,616,000",57.7
2017,"IOWA, NORTHWEST, EMMET",19,10,063,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","90,000","90,600","5,305,000",58.9
2017,"IOWA, NORTHWEST, LYON",19,10,119,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","122,800","123,500","7,831,000",63.8
2017,"IOWA, NORTHWEST, O BRIEN",19,10,141,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","139,700","140,500","8,697,000",62.3
2017,"IOWA, NORTHWEST, OSCEOLA",19,10,143,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","100,700","101,500","6,015,000",59.7
2017,"IOWA, NORTHWEST, PALO ALTO",19,10,147,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","110,900","111,500","6,415,000",57.8
2017,"IOWA, NORTHWEST, PLYMOUTH",19,10,149,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","195,400","196,500","11,638,000",59.6
2017,"IOWA, NORTHWEST, POCAHONTAS",19,10,151,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","142,200","143,000","8,275,000",58.2
2017,"IOWA, NORTHWEST, SIOUX",19,10,167,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","154,600","155,500","10,076,000",65.2
2017,"IOWA, SOUTH CENTRAL, APPANOOSE",19,80,007,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","46,000","46,200","2,332,000",50.7
2017,"IOWA, SOUTH CENTRAL, LUCAS",19,80,117,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","37,400","37,500","1,550,000",41.4
2017,"IOWA, SOUTH CENTRAL, MADISON",19,80,121,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","74,100","74,600","3,887,000",52.5
2017,"IOWA, SOUTH CENTRAL, MARION",19,80,125,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","77,500","77,800","4,102,000",52.9
2017,"IOWA, SOUTH CENTRAL, MONROE",19,80,135,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","28,900","29,100","1,473,000",51
2017,"IOWA, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",19,80,"   ",YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","149,600","150,500","6,725,000",45
2017,"IOWA, SOUTH CENTRAL, RINGGOLD",19,80,159,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","64,300","64,600","3,140,000",48.8
2017,"IOWA, SOUTH CENTRAL, UNION",19,80,175,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","50,700","50,900","2,257,000",44.5
2017,"IOWA, SOUTH CENTRAL, WARREN",19,80,181,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","68,500","68,800","3,418,000",49.9
2017,"IOWA, SOUTHEAST, DAVIS",19,90,051,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","52,500","52,800","1,975,000",37.6
2017,"IOWA, SOUTHEAST, DES MOINES",19,90,057,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","62,800","63,200","3,746,000",59.6
2017,"IOWA, SOUTHEAST, HENRY",19,90,087,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","72,100","72,500","4,363,000",60.5
2017,"IOWA, SOUTHEAST, JEFFERSON",19,90,101,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","64,400","64,800","2,969,000",46.1
2017,"IOWA, SOUTHEAST, KEOKUK",19,90,107,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","101,600","102,500","5,245,000",51.6
2017,"IOWA, SOUTHEAST, LEE",19,90,111,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","68,200","68,600","3,651,000",53.5
2017,"IOWA, SOUTHEAST, LOUISA",19,90,115,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","71,200","71,600","4,204,000",59
2017,"IOWA, SOUTHEAST, MAHASKA",19,90,123,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","104,800","105,500","5,701,000",54.4
2017,"IOWA, SOUTHEAST, VAN BUREN",19,90,177,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","50,600","51,400","1,850,000",36.6
2017,"IOWA, SOUTHEAST, WAPELLO",19,90,179,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","54,200","54,900","2,440,000",45
2017,"IOWA, SOUTHEAST, WASHINGTON",19,90,183,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,600","94,200","5,777,000",61.7
2017,"IOWA, SOUTHWEST, ADAIR",19,70,001,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","109,900","110,500","5,554,000",50.5
2017,"IOWA, SOUTHWEST, ADAMS",19,70,003,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","71,100","71,500","3,742,000",52.6
2017,"IOWA, SOUTHWEST, CASS",19,70,029,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","121,300","122,000","6,898,000",56.9
2017,"IOWA, SOUTHWEST, FREMONT",19,70,071,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","114,800","115,500","6,896,000",60.1
2017,"IOWA, SOUTHWEST, MILLS",19,70,129,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","98,400","99,000","5,477,000",55.7
2017,"IOWA, SOUTHWEST, MONTGOMERY",19,70,137,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,000","93,500","5,231,000",56.2
2017,"IOWA, SOUTHWEST, PAGE",19,70,145,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","114,200","115,000","6,324,000",55.4
2017,"IOWA, SOUTHWEST, POTTAWATTAMIE",19,70,155,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","194,900","196,000","11,107,000",57
2017,"IOWA, SOUTHWEST, TAYLOR",19,70,173,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","83,400","84,000","4,405,000",52.8
2017,"IOWA, WEST CENTRAL, AUDUBON",19,40,009,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","96,300","96,800","5,506,000",57.2
2017,"IOWA, WEST CENTRAL, CALHOUN",19,40,025,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","136,800","137,500","7,870,000",57.5
2017,"IOWA, WEST CENTRAL, CARROLL",19,40,027,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","121,100","122,000","7,318,000",60.4
2017,"IOWA, WEST CENTRAL, CRAWFORD",19,40,047,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","149,200","150,000","9,147,000",61.3
2017,"IOWA, WEST CENTRAL, GREENE",19,40,073,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","127,300","128,000","7,215,000",56.7
2017,"IOWA, WEST CENTRAL, GUTHRIE",19,40,077,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,100","93,700","5,509,000",59.2
2017,"IOWA, WEST CENTRAL, HARRISON",19,40,085,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","130,100","131,000","6,980,000",53.7
2017,"IOWA, WEST CENTRAL, IDA",19,40,093,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","98,000","98,500","6,084,000",62.1
2017,"IOWA, WEST CENTRAL, MONONA",19,40,133,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","142,200","143,000","8,126,000",57.1
2017,"IOWA, WEST CENTRAL, SAC",19,40,161,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","133,600","134,500","7,726,000",57.8
2017,"IOWA, WEST CENTRAL, SHELBY",19,40,165,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","142,700","143,500","8,305,000",58.2
2017,"IOWA, WEST CENTRAL, WOODBURY",19,40,193,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","171,600","172,500","9,963,000",58.1
2017,"MINNESOTA, CENTRAL, BENTON",27,50,009,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","35,900","36,100","1,456,000",40.6
2017,"MINNESOTA, CENTRAL, CARVER",27,50,019,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","45,400","45,800","2,429,000",53.5
2017,"MINNESOTA, CENTRAL, KANDIYOHI",27,50,067,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","109,300","110,000","5,165,000",47.3
2017,"MINNESOTA, CENTRAL, MCLEOD",27,50,085,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","92,200","93,400","4,511,000",48.9
2017,"MINNESOTA, CENTRAL, MEEKER",27,50,093,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","101,400","102,000","4,716,000",46.5
2017,"MINNESOTA, CENTRAL, MORRISON",27,50,097,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","39,000","39,300","1,570,000",40.3
2017,"MINNESOTA, CENTRAL, OTHER (COMBINED) COUNTIES",27,50,"   ",YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","32,400","32,600","1,450,000",44.8
2017,"MINNESOTA, CENTRAL, RENVILLE",27,50,129,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","228,500","230,000","11,996,000",52.5
2017,"MINNESOTA, CENTRAL, SCOTT",27,50,139,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","31,700","32,100","1,672,000",52.7
2017,"MINNESOTA, CENTRAL, SIBLEY",27,50,143,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","121,200","122,000","6,617,000",54.6
2017,"MINNESOTA, CENTRAL, STEARNS",27,50,145,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","107,800","108,500","5,289,000",49.1
2017,"MINNESOTA, CENTRAL, TODD",27,50,153,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","57,800","58,200","2,116,000",36.6
2017,"MINNESOTA, CENTRAL, WRIGHT",27,50,171,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","77,400","78,000","3,817,000",49.3
2017,"MINNESOTA, EAST CENTRAL, AITKIN",27,60,001,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","7,470","7,700","228,000",30.5
2017,"MINNESOTA, EAST CENTRAL, ANOKA",27,60,003,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","4,090","4,100","145,000",35.5
2017,"MINNESOTA, EAST CENTRAL, CHISAGO",27,60,025,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","28,900","29,000","1,077,000",37.3
2017,"MINNESOTA, EAST CENTRAL, CROW WING",27,60,035,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","4,160","4,200","170,000",40.9
2017,"MINNESOTA, EAST CENTRAL, HENNEPIN",27,60,053,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","15,600","15,700","713,000",45.7
2017,"MINNESOTA, EAST CENTRAL, ISANTI",27,60,059,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","31,800","32,000","1,171,000",36.8
2017,"MINNESOTA, EAST CENTRAL, MILLE LACS",27,60,095,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","20,100","20,300","731,000",36.4
2017,"MINNESOTA, EAST CENTRAL, OTHER (COMBINED) COUNTIES",27,60,"   ",YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","34,680","35,300","1,258,000",36.3
2017,"MINNESOTA, EAST CENTRAL, WASHINGTON",27,60,163,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","14,600","14,700","696,000",47.7
2017,"MINNESOTA, NORTHWEST, BECKER",27,10,005,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","83,400","84,000","3,166,000",38
2017,"MINNESOTA, NORTHWEST, CLAY",27,10,027,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","188,300","189,500","7,741,000",41.1
2017,"MINNESOTA, NORTHWEST, CLEARWATER",27,10,029,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","22,700","23,000","735,000",32.4
2017,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","160,400","161,500","5,642,000",35.2
2017,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","69,500","70,800","2,600,000",37.4
2017,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","311,000","314,000","9,228,000",29.7
2017,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","206,000","207,500","7,530,000",36.6
2017,"MINNESOTA, NORTHWEST, PENNINGTON",27,10,113,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","141,100","142,000","3,628,000",25.7
2017,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","324,000","326,000","12,433,000",38.4
2017,"MINNESOTA, NORTHWEST, RED LAKE",27,10,125,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","92,100","92,700","3,553,000",38.6
2017,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","200,500","202,000","5,690,000",28.4
2017,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","177,400","178,500","10,289,000",58
2017,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","131,700","132,500","7,215,000",54.8
2017,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","170,400","171,500","10,114,000",59.4
2017,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","153,500","154,500","8,592,000",56
2017,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","99,900","100,500","5,547,000",55.5
2017,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","166,500","167,500","9,922,000",59.6
2017,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","85,700","86,500","4,879,000",56.9
2017,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","73,400","73,900","3,925,000",53.5
2017,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,600","87,100","4,837,000",55.9
2017,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","89,300","90,000","5,077,000",56.9
2017,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","105,600","106,500","6,433,000",60.9
2017,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","53,400","53,800","2,801,000",52.5
2017,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,800","94,400","5,146,000",54.9
2017,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","99,400","100,000","5,397,000",54.3
2017,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","104,000","105,000","5,826,000",56
2017,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","31,900","32,100","1,705,000",53.4
2017,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","162,000","163,000","9,011,000",55.6
2017,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","78,800","79,400","4,392,000",55.7
