YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA OPERATED in ACRES","AREA OPERATED in ACRES / OPERATION","OPERATIONS in OPERATIONS"
2012,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","7,900,000",281,"28,100"
2012,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,450,000",177,"8,200"
2012,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,030,000",165,"12,300"
2012,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","520,000",67,"7,800"
2012,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","9,950,000",191,"52,200"
2012,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","26,000,000",349,"74,500"
2012,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",286,"38,100"
2012,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","28,300,000",285,"99,200"
2012,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","59,800,000","2,136","28,000"
2012,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,300,000",906,"50,000"
2012,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","5,910,000","1,424","4,150"
2012,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","470,000",107,"4,400"
2012,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","720,000",79,"9,100"
2012,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","43,200,000","1,749","24,700"
2012,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","7,180,000",202,"35,500"
2012,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,410,000",168,"50,200"
2012,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,300,000","1,268","31,000"
2012,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","14,000,000",185,"75,500"
2012,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","34,400,000",429,"80,200"
2012,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,300,000",460,"35,400"
2012,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,700,000",130,"59,300"
2012,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","70,000",56,"1,250"
2012,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","4,970,000",196,"25,300"
2012,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,300,000","1,353","32,000"
2012,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",160,"68,100"
2012,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","130,200,000",523,"249,000"
2012,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","11,000,000",611,"18,000"
2012,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,250,000",171,"7,300"
2012,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","8,300,000",180,"46,000"
2012,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,700,000",394,"37,300"
2012,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,610,000",168,"21,500"
2012,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","14,600,000",209,"69,800"
2012,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","30,400,000","2,598","11,700"
2013,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,800,000",205,"42,900"
2013,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","830,000","1,038",800
2013,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","26,200,000","1,344","19,500"
2013,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,800,000",309,"44,700"
2013,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","25,300,000",331,"76,500"
2013,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,700,000",866,"36,600"
2013,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","430,000",73,"5,900"
2013,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","500,000",208,"2,400"
2013,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,600,000",201,"47,800"
2013,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","9,600,000",227,"42,300"
2013,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,100,000",155,"7,100"
2013,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,800,000",480,"24,600"
2013,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","27,000,000",358,"75,400"
2013,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","14,800,000",253,"58,500"
2013,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,600,000",347,"88,300"
2013,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","46,100,000",748,"61,600"
2013,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","13,000,000",170,"76,500"
2013,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","7,900,000",285,"27,700"
2013,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,400,000",173,"8,100"
2013,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,000,000",161,"12,400"
2013,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","510,000",66,"7,700"
2013,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","9,900,000",193,"51,300"
2013,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","25,800,000",351,"73,500"
2013,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,800,000",291,"37,100"
2013,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","28,300,000",287,"98,600"
2013,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","59,400,000","2,114","28,100"
2013,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,300,000",917,"49,400"
2013,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","6,000,000","1,500","4,000"
2013,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","460,000",106,"4,350"
2013,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","720,000",77,"9,300"
2013,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","42,700,000","1,715","24,900"
2013,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","7,100,000",202,"35,100"
2013,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,500,000",171,"49,700"
2013,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,300,000","1,310","30,000"
2013,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","14,000,000",185,"75,800"
2013,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","34,400,000",428,"80,400"
2013,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,400,000",459,"35,700"
2013,"OTHER STATES","  ","  ","   ",YEAR,"FARM OPERATIONS",0," ",0
2013,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,600,000",130,"58,300"
2013,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","70,000",58,"1,200"
2013,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","4,900,000",197,"24,900"
2013,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,300,000","1,362","31,800"
2013,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",158,"68,800"
2013,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","129,500,000",518,"250,000"
2013,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","11,000,000",604,"18,200"
2013,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,200,000",167,"7,200"
2013,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","8,200,000",179,"45,800"
2013,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,800,000",400,"37,000"
2013,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,600,000",164,"22,000"
2013,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","14,600,000",212,"69,000"
2013,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","30,000,000","2,586","11,600"
2014,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,800,000",209,"42,200"
2014,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","840,000","1,000",840
2014,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","26,100,000","1,345","19,400"
2014,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,800,000",313,"44,100"
2014,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","25,200,000",337,"74,700"
2014,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,800,000",859,"37,000"
2014,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","420,000",72,"5,800"
2014,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","510,000",213,"2,400"
2014,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,600,000",201,"47,800"
2014,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","9,700,000",233,"41,700"
2014,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,100,000",155,"7,100"
2014,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,700,000",474,"24,700"
2014,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","27,100,000",360,"75,200"
2014,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","14,800,000",255,"58,100"
2014,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,600,000",349,"87,700"
2014,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","45,900,000",757,"60,600"
2014,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","13,100,000",171,"76,500"
2014,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","7,900,000",286,"27,600"
2014,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,400,000",175,"8,000"
2014,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,000,000",161,"12,400"
2014,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","510,000",67,"7,600"
2014,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","9,900,000",197,"50,300"
2014,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","25,700,000",356,"72,200"
2014,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,800,000",293,"36,800"
2014,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","28,000,000",289,"96,900"
2014,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","59,000,000","2,122","27,800"
2014,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,100,000",926,"48,700"
2014,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","6,000,000","1,519","3,950"
2014,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","450,000",105,"4,300"
2014,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","730,000",78,"9,400"
2014,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","42,100,000","1,698","24,800"
2014,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","7,000,000",202,"34,700"
2014,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,500,000",174,"48,900"
2014,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,400,000","1,368","28,800"
2014,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","14,000,000",184,"76,200"
2014,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","34,400,000",429,"80,100"
2014,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,300,000",454,"35,900"
2014,"OTHER STATES","  ","  ","   ",YEAR,"FARM OPERATIONS",0," ",0
2014,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,600,000",134,"56,800"
2014,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","60,000",52,"1,150"
2014,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","4,900,000",199,"24,600"
2014,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,300,000","1,383","31,300"
2014,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",158,"68,900"
2014,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","129,000,000",518,"249,000"
2014,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",599,"18,200"
2014,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,200,000",169,"7,100"
2014,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","8,100,000",178,"45,500"
2014,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,700,000",401,"36,700"
2014,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,600,000",159,"22,600"
2014,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","14,500,000",215,"67,500"
2014,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","29,900,000","2,513","11,900"
2015,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,700,000",210,"41,400"
2015,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","840,000",944,890
2015,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","26,100,000","1,359","19,200"
2015,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,800,000",316,"43,700"
2015,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","24,900,000",339,"73,400"
2015,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,700,000",852,"37,200"
2015,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","400,000",70,"5,700"
2015,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","520,000",217,"2,400"
2015,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,600,000",201,"47,700"
2015,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","9,800,000",234,"41,900"
2015,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,100,000",153,"7,200"
2015,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,700,000",472,"24,800"
2015,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","27,000,000",363,"74,400"
2015,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","14,900,000",259,"57,600"
2015,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,600,000",352,"87,000"
2015,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","45,900,000",768,"59,800"
2015,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","13,100,000",171,"76,500"
2015,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","7,900,000",286,"27,600"
2015,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,400,000",179,"7,800"
2015,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,000,000",163,"12,300"
2015,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","500,000",67,"7,500"
2015,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","9,800,000",198,"49,500"
2015,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","25,700,000",362,"70,900"
2015,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,600,000",293,"36,200"
2015,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","27,900,000",291,"95,900"
2015,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","58,700,000","2,135","27,500"
2015,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,100,000",940,"48,000"
2015,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","6,000,000","1,558","3,850"
2015,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","440,000",104,"4,250"
2015,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","730,000",76,"9,600"
2015,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","41,600,000","1,671","24,900"
2015,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","7,000,000",205,"34,200"
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,500,000",177,"47,900"
2015,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,300,000","1,414","27,800"
2015,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","14,000,000",182,"76,900"
2015,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","34,300,000",435,"78,800"
2015,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,200,000",443,"36,600"
2015,"OTHER STATES","  ","  ","   ",YEAR,"FARM OPERATIONS",0," ",0
2015,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,500,000",137,"54,900"
2015,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","60,000",55,"1,100"
2015,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","4,800,000",194,"24,700"
2015,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,300,000","1,410","30,700"
2015,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",156,"69,800"
2015,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","128,500,000",520,"247,000"
2015,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",599,"18,200"
2015,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,200,000",171,"7,000"
2015,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","7,900,000",178,"44,300"
2015,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,700,000",407,"36,100"
2015,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,600,000",158,"22,800"
2015,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","14,400,000",216,"66,600"
2015,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","29,700,000","2,496","11,900"
2016,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,600,000",207,"41,600"
2016,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","850,000",904,940
2016,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","26,100,000","1,359","19,200"
2016,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,900,000",321,"43,300"
2016,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","24,800,000",347,"71,400"
2016,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,700,000",839,"37,800"
2016,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","390,000",70,"5,600"
2016,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","520,000",221,"2,350"
2016,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,600,000",202,"47,600"
2016,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","10,000,000",234,"42,700"
2016,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,100,000",151,"7,300"
2016,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,600,000",466,"24,900"
2016,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","27,000,000",367,"73,500"
2016,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","14,900,000",260,"57,400"
2016,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,600,000",354,"86,400"
2016,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","45,800,000",779,"58,800"
2016,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","13,000,000",171,"76,100"
2016,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","8,000,000",291,"27,500"
2016,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,300,000",169,"7,700"
2016,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,000,000",160,"12,500"
2016,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","500,000",68,"7,300"
2016,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","9,800,000",201,"48,700"
2016,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","25,600,000",367,"69,800"
2016,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,500,000",296,"35,500"
2016,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","27,900,000",292,"95,600"
2016,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","58,400,000","2,131","27,400"
2016,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,000,000",947,"47,500"
2016,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","6,100,000","1,718","3,550"
2016,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","430,000",102,"4,200"
2016,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","730,000",75,"9,700"
2016,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","41,100,000","1,651","24,900"
2016,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","7,000,000",207,"33,800"
2016,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,500,000",181,"46,900"
2016,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,300,000","1,461","26,900"
2016,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","14,000,000",180,"77,900"
2016,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","34,300,000",434,"79,100"
2016,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,000,000",431,"37,100"
2016,"OTHER STATES","  ","  ","   ",YEAR,"FARM OPERATIONS",0," ",0
2016,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,300,000",134,"54,300"
2016,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","60,000",55,"1,100"
2016,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","4,800,000",193,"24,900"
2016,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,300,000","1,434","30,200"
2016,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",156,"69,900"
2016,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","127,500,000",513,"248,500"
2016,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","10,800,000",590,"18,300"
2016,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,200,000",174,"6,900"
2016,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","7,900,000",180,"43,900"
2016,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,700,000",408,"36,000"
2016,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,600,000",155,"23,200"
2016,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","14,400,000",219,"65,700"
2016,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","29,300,000","2,442","12,000"
2017,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,600,000",212,"40,600"
2017,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","850,000",850,"1,000"
2017,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","26,100,000","1,366","19,100"
2017,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,900,000",326,"42,600"
2017,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","24,500,000",348,"70,500"
2017,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,800,000",817,"38,900"
2017,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","380,000",69,"5,500"
2017,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","530,000",230,"2,300"
2017,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,700,000",204,"47,600"
2017,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","10,000,000",236,"42,400"
2017,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,100,000",151,"7,300"
2017,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,700,000",468,"25,000"
2017,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","27,000,000",371,"72,700"
2017,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","15,000,000",265,"56,600"
2017,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,600,000",355,"86,100"
2017,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","45,800,000",782,"58,600"
2017,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","13,000,000",171,"76,000"
2017,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","8,000,000",292,"27,400"
2017,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,300,000",171,"7,600"
2017,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,000,000",161,"12,400"
2017,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","490,000",68,"7,200"
2017,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","9,800,000",206,"47,600"
2017,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","25,500,000",371,"68,800"
2017,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,400,000",297,"35,000"
2017,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","27,800,000",292,"95,300"
2017,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","58,100,000","2,152","27,000"
2017,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,000,000",972,"46,300"
2017,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","6,100,000","1,794","3,400"
2017,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","430,000",105,"4,100"
2017,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","730,000",74,"9,900"
2017,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","40,700,000","1,628","25,000"
2017,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","6,900,000",207,"33,400"
2017,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,400,000",181,"46,400"
2017,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,300,000","1,489","26,400"
2017,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","14,000,000",180,"77,800"
2017,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","34,200,000",436,"78,500"
