LOCATION,YEAR,MONTH,Precipitation,Anomaly
TENNESSEE,2009,11,2.02,-2.34
TENNESSEE,2009,12,5.88,0.4
TENNESSEE,2010,01,5.3,1.05
TENNESSEE,2010,02,3.12,-1.38
TENNESSEE,2010,03,3.88,-0.89
TENNESSEE,2010,04,3.09,-2.05
TENNESSEE,2010,05,9.01,4.02
TENNESSEE,2010,06,3.33,-0.95
TENNESSEE,2010,07,4.34,-0.44
TENNESSEE,2010,08,4.37,0.47
TENNESSEE,2010,09,2.02,-2.16
TENNESSEE,2010,10,2.75,-0.83
TENNESSEE,2010,11,5.64,1.28
TENNESSEE,2010,12,2.8,-2.68
TENNESSEE,2011,01,3.18,-1.07
TENNESSEE,2011,02,4.21,-0.29
TENNESSEE,2011,03,6.96,2.19
TENNESSEE,2011,04,9.83,4.69
TENNESSEE,2011,05,5.02,0.03
TENNESSEE,2011,06,5.68,1.4
TENNESSEE,2011,07,3.17,-1.61
TENNESSEE,2011,08,1.58,-2.32
TENNESSEE,2011,09,6.56,2.38
TENNESSEE,2011,10,2.55,-1.03
TENNESSEE,2011,11,7.56,3.2
TENNESSEE,2011,12,6.29,0.81
TENNESSEE,2012,01,4.88,0.63
TENNESSEE,2012,02,2.9,-1.6
TENNESSEE,2012,03,4.86,0.09
TENNESSEE,2012,04,2.01,-3.13
TENNESSEE,2012,05,3.25,-1.74
TENNESSEE,2012,06,2.15,-2.13
TENNESSEE,2012,07,5.75,0.97
TENNESSEE,2012,08,3.58,-0.32
TENNESSEE,2012,09,5.81,1.63
TENNESSEE,2012,10,4.09,0.51
TENNESSEE,2012,11,1.7,-2.66
TENNESSEE,2012,12,5.91,0.43
TENNESSEE,2013,01,8.64,4.39
TENNESSEE,2013,02,3.01,-1.49
TENNESSEE,2013,03,4.97,0.2
TENNESSEE,2013,04,7.88,2.74
TENNESSEE,2013,05,5.66,0.67
TENNESSEE,2013,06,5.83,1.55
TENNESSEE,2013,07,6.96,2.18
TENNESSEE,2013,08,4.25,0.35
TENNESSEE,2013,09,3.72,-0.46
TENNESSEE,2013,10,1.85,-1.73
TENNESSEE,2013,11,3.71,-0.65
TENNESSEE,2013,12,6.79,1.31
TENNESSEE,2014,01,2.7,-1.55
TENNESSEE,2014,02,5.18,0.68
TENNESSEE,2014,03,3.93,-0.84
TENNESSEE,2014,04,5.81,0.67
TENNESSEE,2014,05,2.91,-2.08
TENNESSEE,2014,06,6.82,2.54
TENNESSEE,2014,07,4.13,-0.65
TENNESSEE,2014,08,5.0,1.1
TENNESSEE,2014,09,2.22,-1.96
TENNESSEE,2014,10,7.01,3.43
TENNESSEE,2014,11,3.22,-1.14
TENNESSEE,2014,12,4.59,-0.89
TENNESSEE,2015,01,2.81,-1.44
TENNESSEE,2015,02,4.56,0.06
TENNESSEE,2015,03,5.41,0.64
TENNESSEE,2015,04,5.96,0.82
TENNESSEE,2015,05,3.68,-1.31
TENNESSEE,2015,06,4.76,0.48
TENNESSEE,2015,07,6.48,1.7
TENNESSEE,2015,08,4.53,0.63
TENNESSEE,2015,09,2.73,-1.45
TENNESSEE,2015,10,3.96,0.38
TENNESSEE,2015,11,6.38,2.02
TENNESSEE,2015,12,7.9,2.42
TENNESSEE,2016,01,2.76,-1.49
TENNESSEE,2016,02,5.79,1.29
TENNESSEE,2016,03,5.16,0.39
TENNESSEE,2016,04,3.2,-1.94
TENNESSEE,2016,05,3.8,-1.19
TENNESSEE,2016,06,3.99,-0.29
TENNESSEE,2016,07,4.86,0.08
TENNESSEE,2016,08,5.03,1.13
TENNESSEE,2016,09,1.8,-2.38
TENNESSEE,2016,10,0.73,-2.85
TENNESSEE,2016,11,3.05,-1.31
TENNESSEE,2016,12,6.87,1.39
TENNESSEE,2017,01,4.24,-0.01
TENNESSEE,2017,02,2.38,-2.12
TENNESSEE,2017,03,5.77,1.0
TENNESSEE,2017,04,6.61,1.47
TENNESSEE,2017,05,5.95,0.96
TENNESSEE,2017,06,4.37,0.09
TENNESSEE,2017,07,5.36,0.58
TENNESSEE,2017,08,4.9,1.0
TENNESSEE,2017,09,4.31,0.13
TENNESSEE,2017,10,4.92,1.34
TENNESSEE,2017,11,2.78,-1.58
TENNESSEE,2017,12,4.63,-0.85
TENNESSEE,2018,01,2.55,-1.7
TENNESSEE,2018,02,10.73,6.23
TENNESSEE,2018,03,5.67,0.9
TENNESSEE,2018,04,5.97,0.83
TENNESSEE,2018,05,4.99,0.0
TENNESSEE,2018,06,5.74,1.46
TENNESSEE,2018,07,3.52,-1.26
TENNESSEE,2018,08,4.26,0.36
TENNESSEE,2018,09,7.29,3.11
TENNESSEE,2018,10,3.57,-0.01
TENNESSEE,2018,11,5.51,1.15
TENNESSEE,2018,12,7.34,1.86
TENNESSEE,2019,01,5.78,1.53
TEXAS,1996,01,0.49,-1.11
TEXAS,1996,02,0.25,-1.27
TEXAS,1996,03,0.75,-1.41
TEXAS,1996,04,1.51,-0.5
TEXAS,1996,05,1.34,-1.76
TEXAS,1996,06,2.96,-0.04
TEXAS,1996,07,2.51,-0.08
TEXAS,1996,08,5.23,2.66
TEXAS,1996,09,4.08,0.97
TEXAS,1996,10,1.72,-1.3
TEXAS,1996,11,2.71,0.64
TEXAS,1996,12,1.05,-0.67
TEXAS,1997,01,1.24,-0.36
TEXAS,1997,02,3.79,2.27
TEXAS,1997,03,2.42,0.26
TEXAS,1997,04,4.91,2.9
TEXAS,1997,05,3.52,0.42
TEXAS,1997,06,4.55,1.55
TEXAS,1997,07,1.37,-1.22
TEXAS,1997,08,2.32,-0.25
TEXAS,1997,09,2.15,-0.96
TEXAS,1997,10,3.27,0.25
TEXAS,1997,11,1.81,-0.26
TEXAS,1997,12,2.84,1.12
TEXAS,1998,01,2.16,0.56
TEXAS,1998,02,2.64,1.12
TEXAS,1998,03,2.35,0.19
TEXAS,1998,04,0.67,-1.34
TEXAS,1998,05,0.7,-2.4
TEXAS,1998,06,1.14,-1.86
TEXAS,1998,07,1.2,-1.39
TEXAS,1998,08,3.69,1.12
TEXAS,1998,09,3.39,0.28
TEXAS,1998,10,5.18,2.16
TEXAS,1998,11,3.15,1.08
TEXAS,1998,12,1.72,0.0
TEXAS,1999,01,1.72,0.12
TEXAS,1999,02,0.23,-1.29
TEXAS,1999,03,2.84,0.68
TEXAS,1999,04,1.95,-0.06
TEXAS,1999,05,3.66,0.56
TEXAS,1999,06,3.89,0.89
TEXAS,1999,07,2.04,-0.55
TEXAS,1999,08,1.35,-1.22
TEXAS,1999,09,1.57,-1.54
TEXAS,1999,10,1.34,-1.68
TEXAS,1999,11,0.26,-1.81
TEXAS,1999,12,1.2,-0.52
TEXAS,2000,01,1.05,-0.55
TEXAS,2000,02,1.01,-0.51
TEXAS,2000,03,2.36,0.2
TEXAS,2000,04,1.91,-0.1
TEXAS,2000,05,3.13,0.03
TEXAS,2000,06,5.03,2.03
TEXAS,2000,07,0.7,-1.89
TEXAS,2000,08,0.47,-2.1
TEXAS,2000,09,1.18,-1.93
TEXAS,2000,10,4.0,0.98
TEXAS,2000,11,5.24,3.17
TEXAS,2000,12,1.75,0.03
TEXAS,2001,01,2.35,0.75
TEXAS,2001,02,2.03,0.51
TEXAS,2001,03,3.25,1.09
TEXAS,2001,04,0.79,-1.22
TEXAS,2001,05,3.02,-0.08
TEXAS,2001,06,2.55,-0.45
TEXAS,2001,07,0.97,-1.62
TEXAS,2001,08,3.6,1.03
TEXAS,2001,09,3.23,0.12
TEXAS,2001,10,1.74,-1.28
TEXAS,2001,11,3.31,1.24
TEXAS,2001,12,2.27,0.55
TEXAS,2002,01,0.96,-0.64
TEXAS,2002,02,1.05,-0.47
TEXAS,2002,03,1.98,-0.18
TEXAS,2002,04,1.79,-0.22
TEXAS,2002,05,1.9,-1.2
TEXAS,2002,06,2.39,-0.61
TEXAS,2002,07,4.73,2.14
TEXAS,2002,08,1.75,-0.82
TEXAS,2002,09,2.99,-0.12
TEXAS,2002,10,6.17,3.15
TEXAS,2002,11,1.83,-0.24
TEXAS,2002,12,3.11,1.39
TEXAS,2003,01,0.58,-1.02
TEXAS,2003,02,2.4,0.88
TEXAS,2003,03,1.13,-1.03
TEXAS,2003,04,0.77,-1.24
TEXAS,2003,05,1.5,-1.6
TEXAS,2003,06,4.48,1.48
TEXAS,2003,07,2.36,-0.23
TEXAS,2003,08,2.09,-0.48
TEXAS,2003,09,3.91,0.8
TEXAS,2003,10,2.71,-0.31
TEXAS,2003,11,1.56,-0.51
TEXAS,2003,12,0.71,-1.01
TEXAS,2004,01,2.17,0.57
TEXAS,2004,02,2.81,1.29
TEXAS,2004,03,2.35,0.19
TEXAS,2004,04,3.94,1.93
TEXAS,2004,05,2.39,-0.71
TEXAS,2004,06,6.66,3.66
TEXAS,2004,07,2.37,-0.22
TEXAS,2004,08,3.18,0.61
TEXAS,2004,09,2.55,-0.56
TEXAS,2004,10,3.95,0.93
TEXAS,2004,11,6.18,4.11
TEXAS,2004,12,0.81,-0.91
TEXAS,2005,01,1.89,0.29
TEXAS,2005,02,2.51,0.99
TEXAS,2005,03,1.8,-0.36
TEXAS,2005,04,0.7,-1.31
TEXAS,2005,05,2.89,-0.21
TEXAS,2005,06,1.24,-1.76
TEXAS,2005,07,3.01,0.42
TEXAS,2005,08,3.42,0.85
TEXAS,2005,09,1.41,-1.7
TEXAS,2005,10,2.15,-0.87
TEXAS,2005,11,0.73,-1.34
TEXAS,2005,12,0.45,-1.27
TEXAS,2006,01,1.06,-0.54
TEXAS,2006,02,1.14,-0.38
TEXAS,2006,03,2.07,-0.09
TEXAS,2006,04,1.51,-0.5
TEXAS,2006,05,2.2,-0.9
TEXAS,2006,06,1.96,-1.04
TEXAS,2006,07,2.31,-0.28
TEXAS,2006,08,2.36,-0.21
TEXAS,2006,09,3.27,0.16
TEXAS,2006,10,4.03,1.01
TEXAS,2006,11,0.72,-1.35
TEXAS,2006,12,2.5,0.78
TEXAS,2007,01,3.55,1.95
TEXAS,2007,02,0.48,-1.04
TEXAS,2007,03,4.47,2.31
TEXAS,2007,04,2.15,0.14
TEXAS,2007,05,5.54,2.44
TEXAS,2007,06,5.33,2.33
TEXAS,2007,07,5.37,2.78
TEXAS,2007,08,2.92,0.35
TEXAS,2007,09,2.68,-0.43
TEXAS,2007,10,1.15,-1.87
TEXAS,2007,11,1.34,-0.73
TEXAS,2007,12,1.22,-0.5
TEXAS,2008,01,0.94,-0.66
TEXAS,2008,02,1.1,-0.42
TEXAS,2008,03,2.34,0.18
TEXAS,2008,04,1.87,-0.14
TEXAS,2008,05,2.29,-0.81
TEXAS,2008,06,1.93,-1.07
TEXAS,2008,07,2.29,-0.3
TEXAS,2008,08,4.52,1.95
TEXAS,2008,09,2.85,-0.26
TEXAS,2008,10,2.16,-0.86
TEXAS,2008,11,0.99,-1.08
TEXAS,2008,12,0.52,-1.2
TEXAS,2009,01,0.4,-1.2
TEXAS,2009,02,0.62,-0.9
TEXAS,2009,03,2.21,0.05
TEXAS,2009,04,3.2,1.19
TEXAS,2009,05,2.3,-0.8
TEXAS,2009,06,1.87,-1.13
TEXAS,2009,07,3.09,0.5
TEXAS,2009,08,1.62,-0.95
TEXAS,2009,09,4.2,1.09
TEXAS,2009,10,5.55,2.53
TEXAS,2009,11,1.26,-0.81
TEXAS,2009,12,2.22,0.5
TEXAS,2010,01,2.37,0.77
TEXAS,2010,02,2.59,1.07
TEXAS,2010,03,1.87,-0.29
TEXAS,2010,04,2.69,0.68
TEXAS,2010,05,2.27,-0.83
TEXAS,2010,06,2.78,-0.22
TEXAS,2010,07,5.12,2.53
TEXAS,2010,08,1.28,-1.29
TEXAS,2010,09,4.31,1.2
TEXAS,2010,10,0.76,-2.26
TEXAS,2010,11,1.04,-1.03
TEXAS,2010,12,0.73,-0.99
TEXAS,2011,01,1.55,-0.05
TEXAS,2011,02,0.65,-0.87
TEXAS,2011,03,0.27,-1.89
TEXAS,2011,04,0.7,-1.31
TEXAS,2011,05,1.56,-1.54
TEXAS,2011,06,0.98,-2.02
TEXAS,2011,07,0.74,-1.85
TEXAS,2011,08,0.74,-1.83
TEXAS,2011,09,1.14,-1.97
TEXAS,2011,10,2.23,-0.79
TEXAS,2011,11,1.28,-0.79
TEXAS,2011,12,2.86,1.14
TEXAS,2012,01,2.27,0.67
TEXAS,2012,02,2.29,0.77
TEXAS,2012,03,3.07,0.91
TEXAS,2012,04,1.27,-0.74
TEXAS,2012,05,2.88,-0.22
TEXAS,2012,06,1.86,-1.14
TEXAS,2012,07,2.7,0.11
TEXAS,2012,08,1.84,-0.73
TEXAS,2012,09,3.95,0.84
TEXAS,2012,10,0.69,-2.33
TEXAS,2012,11,0.31,-1.76
TEXAS,2012,12,0.97,-0.75
TEXAS,2013,01,2.46,0.86
TEXAS,2013,02,1.21,-0.31
TEXAS,2013,03,0.66,-1.5
TEXAS,2013,04,1.77,-0.24
TEXAS,2013,05,2.42,-0.68
TEXAS,2013,06,2.33,-0.67
TEXAS,2013,07,3.1,0.51
TEXAS,2013,08,1.41,-1.16
TEXAS,2013,09,4.05,0.94
TEXAS,2013,10,3.31,0.29
TEXAS,2013,11,1.94,-0.13
TEXAS,2013,12,1.36,-0.36
TEXAS,2014,01,0.37,-1.23
TEXAS,2014,02,0.73,-0.79
TEXAS,2014,03,1.11,-1.05
TEXAS,2014,04,0.98,-1.03
TEXAS,2014,05,4.1,1.0
TEXAS,2014,06,3.01,0.01
TEXAS,2014,07,2.58,-0.01
TEXAS,2014,08,1.73,-0.84
TEXAS,2014,09,3.59,0.48
TEXAS,2014,10,1.76,-1.26
TEXAS,2014,11,2.83,0.76
TEXAS,2014,12,1.22,-0.5
TEXAS,2015,01,2.67,1.07
TEXAS,2015,02,1.09,-0.43
TEXAS,2015,03,3.47,1.31
TEXAS,2015,04,3.96,1.95
TEXAS,2015,05,9.05,5.95
TEXAS,2015,06,3.72,0.72
TEXAS,2015,07,1.85,-0.74
TEXAS,2015,08,1.43,-1.14
TEXAS,2015,09,1.43,-1.68
TEXAS,2015,10,6.17,3.15
TEXAS,2015,11,3.87,1.8
TEXAS,2015,12,2.52,0.8
TEXAS,2016,01,0.95,-0.65
TEXAS,2016,02,1.06,-0.46
TEXAS,2016,03,2.85,0.69
TEXAS,2016,04,4.3,2.29
TEXAS,2016,05,4.86,1.76
TEXAS,2016,06,3.37,0.37
TEXAS,2016,07,1.31,-1.28
TEXAS,2016,08,5.33,2.76
TEXAS,2016,09,2.96,-0.15
TEXAS,2016,10,0.67,-2.35
TEXAS,2016,11,2.34,0.27
TEXAS,2016,12,2.1,0.38
TEXAS,2017,01,2.28,0.68
TEXAS,2017,02,1.71,0.19
TEXAS,2017,03,1.88,-0.28
TEXAS,2017,04,2.75,0.74
TEXAS,2017,05,2.54,-0.56
TEXAS,2017,06,3.11,0.11
TEXAS,2017,07,2.46,-0.13
TEXAS,2017,08,7.0,4.43
TEXAS,2017,09,2.61,-0.5
TEXAS,2017,10,1.25,-1.77
TEXAS,2017,11,0.73,-1.34
TEXAS,2017,12,1.96,0.24
TEXAS,2018,01,0.64,-0.96
TEXAS,2018,02,2.43,0.91
TEXAS,2018,03,1.96,-0.2
TEXAS,2018,04,1.05,-0.96
TEXAS,2018,05,2.08,-1.02
TEXAS,2018,06,2.49,-0.51
TEXAS,2018,07,2.15,-0.44
TEXAS,2018,08,2.17,-0.4
TEXAS,2018,09,6.71,3.6
TEXAS,2018,10,6.92,3.9
TEXAS,2018,11,1.78,-0.29
TEXAS,2018,12,3.34,1.62
TEXAS,2019,01,1.5,-0.1
UTAH,1996,01,1.52,0.35
UTAH,1996,02,1.42,0.31
UTAH,1996,03,1.33,0.21
UTAH,1996,04,0.84,-0.35
UTAH,1996,05,1.36,0.23
UTAH,1996,06,0.37,-0.16
UTAH,1996,07,0.84,-0.08
UTAH,1996,08,0.31,-0.82
UTAH,1996,09,1.31,0.12
UTAH,1996,10,1.39,-0.05
UTAH,1996,11,1.78,0.86
UTAH,1996,12,1.71,0.38
UTAH,1997,01,2.47,1.3
UTAH,1997,02,1.0,-0.11
UTAH,1997,03,0.32,-0.8
UTAH,1997,04,1.85,0.66
UTAH,1997,05,1.11,-0.02
UTAH,1997,06,1.27,0.74
UTAH,1997,07,1.09,0.17
UTAH,1997,08,2.04,0.91
UTAH,1997,09,2.96,1.77
UTAH,1997,10,1.09,-0.35
UTAH,1997,11,0.95,0.03
UTAH,1997,12,0.65,-0.68
UTAH,1998,01,1.33,0.16
UTAH,1998,02,2.33,1.22
UTAH,1998,03,1.61,0.49
UTAH,1998,04,1.34,0.15
UTAH,1998,05,1.19,0.06
UTAH,1998,06,1.83,1.3
UTAH,1998,07,1.49,0.57
UTAH,1998,08,0.82,-0.31
UTAH,1998,09,1.73,0.54
UTAH,1998,10,2.1,0.66
UTAH,1998,11,1.03,0.11
UTAH,1998,12,0.6,-0.73
UTAH,1999,01,1.05,-0.12
UTAH,1999,02,0.93,-0.18
UTAH,1999,03,0.41,-0.71
UTAH,1999,04,2.6,1.41
UTAH,1999,05,1.31,0.18
UTAH,1999,06,1.13,0.6
UTAH,1999,07,1.5,0.58
UTAH,1999,08,1.81,0.68
UTAH,1999,09,0.8,-0.39
UTAH,1999,10,0.12,-1.32
UTAH,1999,11,0.22,-0.7
UTAH,1999,12,0.55,-0.78
UTAH,2000,01,1.42,0.25
UTAH,2000,02,1.92,0.81
UTAH,2000,03,1.29,0.17
UTAH,2000,04,0.58,-0.61
UTAH,2000,05,0.93,-0.2
UTAH,2000,06,0.49,-0.04
UTAH,2000,07,0.31,-0.61
UTAH,2000,08,1.57,0.44
UTAH,2000,09,0.93,-0.26
UTAH,2000,10,2.77,1.33
UTAH,2000,11,0.68,-0.24
UTAH,2000,12,0.64,-0.69
UTAH,2001,01,1.02,-0.15
UTAH,2001,02,1.24,0.13
UTAH,2001,03,1.24,0.12
UTAH,2001,04,1.49,0.3
UTAH,2001,05,0.65,-0.48
UTAH,2001,06,0.37,-0.16
UTAH,2001,07,0.95,0.03
UTAH,2001,08,1.27,0.14
UTAH,2001,09,0.31,-0.88
UTAH,2001,10,0.51,-0.93
UTAH,2001,11,1.52,0.6
UTAH,2001,12,1.12,-0.21
UTAH,2002,01,0.43,-0.74
UTAH,2002,02,0.28,-0.83
UTAH,2002,03,0.8,-0.32
UTAH,2002,04,0.87,-0.32
UTAH,2002,05,0.38,-0.75
UTAH,2002,06,0.15,-0.38
UTAH,2002,07,0.61,-0.31
UTAH,2002,08,0.29,-0.84
UTAH,2002,09,2.27,1.08
UTAH,2002,10,1.32,-0.12
UTAH,2002,11,0.93,0.01
UTAH,2002,12,0.71,-0.62
UTAH,2003,01,0.4,-0.77
UTAH,2003,02,1.47,0.36
UTAH,2003,03,1.33,0.21
UTAH,2003,04,0.93,-0.26
UTAH,2003,05,1.08,-0.05
UTAH,2003,06,0.56,0.03
UTAH,2003,07,0.39,-0.53
UTAH,2003,08,1.19,0.06
UTAH,2003,09,0.64,-0.55
UTAH,2003,10,0.43,-1.01
UTAH,2003,11,1.35,0.43
UTAH,2003,12,1.76,0.43
UTAH,2004,01,0.6,-0.57
UTAH,2004,02,1.89,0.78
UTAH,2004,03,0.33,-0.79
UTAH,2004,04,1.82,0.63
UTAH,2004,05,0.63,-0.5
UTAH,2004,06,0.66,0.13
UTAH,2004,07,0.82,-0.1
UTAH,2004,08,0.89,-0.24
UTAH,2004,09,1.22,0.03
UTAH,2004,10,3.43,1.99
UTAH,2004,11,1.69,0.77
UTAH,2004,12,1.29,-0.04
UTAH,2005,01,2.76,1.59
UTAH,2005,02,1.61,0.5
UTAH,2005,03,1.63,0.51
UTAH,2005,04,1.75,0.56
UTAH,2005,05,1.74,0.61
UTAH,2005,06,1.43,0.9
UTAH,2005,07,0.41,-0.51
UTAH,2005,08,1.32,0.19
UTAH,2005,09,0.92,-0.27
UTAH,2005,10,1.38,-0.06
UTAH,2005,11,0.65,-0.27
UTAH,2005,12,1.08,-0.25
UTAH,2006,01,1.35,0.18
UTAH,2006,02,0.56,-0.55
UTAH,2006,03,2.4,1.28
UTAH,2006,04,1.16,-0.03
UTAH,2006,05,0.42,-0.71
UTAH,2006,06,0.42,-0.11
UTAH,2006,07,1.21,0.29
UTAH,2006,08,0.9,-0.23
UTAH,2006,09,1.4,0.21
UTAH,2006,10,3.08,1.64
UTAH,2006,11,0.7,-0.22
UTAH,2006,12,0.81,-0.52
UTAH,2007,01,0.53,-0.64
UTAH,2007,02,1.05,-0.06
UTAH,2007,03,0.82,-0.3
UTAH,2007,04,0.91,-0.28
UTAH,2007,05,0.68,-0.45
UTAH,2007,06,0.39,-0.14
UTAH,2007,07,0.91,-0.01
UTAH,2007,08,1.21,0.08
UTAH,2007,09,1.4,0.21
UTAH,2007,10,0.85,-0.59
UTAH,2007,11,0.33,-0.59
UTAH,2007,12,2.2,0.87
UTAH,2008,01,1.67,0.5
UTAH,2008,02,1.53,0.42
UTAH,2008,03,0.67,-0.45
UTAH,2008,04,0.42,-0.77
UTAH,2008,05,1.07,-0.06
UTAH,2008,06,0.65,0.12
UTAH,2008,07,0.53,-0.39
UTAH,2008,08,0.92,-0.21
UTAH,2008,09,0.62,-0.57
UTAH,2008,10,0.82,-0.62
UTAH,2008,11,1.07,0.15
UTAH,2008,12,1.69,0.36
UTAH,2009,01,1.12,-0.05
UTAH,2009,02,0.98,-0.13
UTAH,2009,03,0.79,-0.33
UTAH,2009,04,1.56,0.37
UTAH,2009,05,1.23,0.1
UTAH,2009,06,1.74,1.21
UTAH,2009,07,0.49,-0.43
UTAH,2009,08,0.39,-0.74
UTAH,2009,09,0.75,-0.44
UTAH,2009,10,0.79,-0.65
UTAH,2009,11,0.4,-0.52
UTAH,2009,12,1.56,0.23
UTAH,2010,01,1.58,0.41
UTAH,2010,02,1.11,0.0
UTAH,2010,03,1.3,0.18
UTAH,2010,04,1.39,0.2
UTAH,2010,05,1.24,0.11
UTAH,2010,06,0.79,0.26
UTAH,2010,07,0.83,-0.09
UTAH,2010,08,1.38,0.25
UTAH,2010,09,0.26,-0.93
UTAH,2010,10,2.57,1.13
UTAH,2010,11,1.4,0.48
UTAH,2010,12,3.38,2.05
UTAH,2011,01,0.39,-0.78
UTAH,2011,02,1.21,0.1
UTAH,2011,03,1.27,0.15
UTAH,2011,04,2.02,0.83
UTAH,2011,05,2.81,1.68
UTAH,2011,06,0.54,0.01
UTAH,2011,07,1.72,0.8
UTAH,2011,08,0.96,-0.17
UTAH,2011,09,0.96,-0.23
UTAH,2011,10,1.42,-0.02
UTAH,2011,11,0.9,-0.02
UTAH,2011,12,0.51,-0.82
UTAH,2012,01,0.97,-0.2
UTAH,2012,02,1.04,-0.07
UTAH,2012,03,0.73,-0.39
UTAH,2012,04,0.73,-0.46
UTAH,2012,05,0.28,-0.85
UTAH,2012,06,0.03,-0.5
UTAH,2012,07,1.41,0.49
UTAH,2012,08,1.07,-0.06
UTAH,2012,09,1.04,-0.15
UTAH,2012,10,0.96,-0.48
UTAH,2012,11,0.67,-0.25
UTAH,2012,12,1.76,0.43
UTAH,2013,01,1.01,-0.16
UTAH,2013,02,0.52,-0.59
UTAH,2013,03,0.73,-0.39
UTAH,2013,04,1.28,0.09
UTAH,2013,05,0.97,-0.16
UTAH,2013,06,0.02,-0.51
UTAH,2013,07,1.5,0.58
UTAH,2013,08,1.4,0.27
UTAH,2013,09,2.74,1.55
UTAH,2013,10,1.01,-0.43
UTAH,2013,11,1.02,0.1
UTAH,2013,12,1.01,-0.32
UTAH,2014,01,0.61,-0.56
UTAH,2014,02,1.06,-0.05
UTAH,2014,03,0.99,-0.13
UTAH,2014,04,0.94,-0.25
UTAH,2014,05,1.02,-0.11
UTAH,2014,06,0.24,-0.29
UTAH,2014,07,1.14,0.22
UTAH,2014,08,2.46,1.33
UTAH,2014,09,2.66,1.47
UTAH,2014,10,0.2,-1.24
UTAH,2014,11,0.75,-0.17
UTAH,2014,12,1.26,-0.07
UTAH,2015,01,0.92,-0.25
UTAH,2015,02,0.63,-0.48
UTAH,2015,03,0.85,-0.27
UTAH,2015,04,0.98,-0.21
UTAH,2015,05,3.2,2.07
UTAH,2015,06,0.97,0.44
UTAH,2015,07,1.46,0.54
UTAH,2015,08,1.27,0.14
UTAH,2015,09,0.88,-0.31
UTAH,2015,10,1.8,0.36
UTAH,2015,11,1.07,0.15
UTAH,2015,12,1.38,0.05
UTAH,2016,01,1.42,0.25
UTAH,2016,02,0.62,-0.49
UTAH,2016,03,1.2,0.08
UTAH,2016,04,1.7,0.51
UTAH,2016,05,1.36,0.23
UTAH,2016,06,0.33,-0.2
UTAH,2016,07,0.62,-0.3
UTAH,2016,08,0.94,-0.19
UTAH,2016,09,2.08,0.89
UTAH,2016,10,0.89,-0.55
UTAH,2016,11,0.95,0.03
UTAH,2016,12,1.93,0.6
UTAH,2017,01,2.76,1.59
UTAH,2017,02,1.54,0.43
UTAH,2017,03,1.59,0.47
UTAH,2017,04,1.17,-0.02
UTAH,2017,05,0.64,-0.49
UTAH,2017,06,0.16,-0.37
UTAH,2017,07,1.39,0.47
UTAH,2017,08,0.94,-0.19
UTAH,2017,09,1.54,0.35
UTAH,2017,10,0.18,-1.26
UTAH,2017,11,0.53,-0.39
UTAH,2017,12,0.39,-0.94
UTAH,2018,01,0.86,-0.31
UTAH,2018,02,0.83,-0.28
UTAH,2018,03,1.29,0.17
UTAH,2018,04,0.86,-0.33
UTAH,2018,05,1.14,0.01
UTAH,2018,06,0.05,-0.48
UTAH,2018,07,0.84,-0.08
UTAH,2018,08,1.02,-0.11
UTAH,2018,09,0.08,-1.11
UTAH,2018,10,2.93,1.49
UTAH,2018,11,0.85,-0.07
UTAH,2018,12,0.83,-0.5
UTAH,2019,01,1.5,0.33
VERMONT,1996,01,4.81,2.03
VERMONT,1996,02,2.55,-0.28
VERMONT,1996,03,1.68,-1.43
VERMONT,1996,04,6.51,2.83
VERMONT,1996,05,5.58,1.36
VERMONT,1996,06,4.45,-0.76
VERMONT,1996,07,7.44,2.65
VERMONT,1996,08,2.37,-2.06
VERMONT,1996,09,3.5,-0.24
VERMONT,1996,10,4.95,0.04
VERMONT,1996,11,3.41,-0.01
VERMONT,1996,12,5.37,1.19
VERMONT,1997,01,3.26,0.48
VERMONT,1997,02,2.59,-0.24
VERMONT,1997,03,3.9,0.79
VERMONT,1997,04,3.01,-0.67
VERMONT,1997,05,3.79,-0.43
VERMONT,1997,06,2.7,-2.51
VERMONT,1997,07,4.56,-0.23
VERMONT,1997,08,5.88,1.45
VERMONT,1997,09,3.08,-0.66
VERMONT,1997,10,2.15,-2.76
VERMONT,1997,11,5.14,1.72
VERMONT,1997,12,2.72,-1.46
VERMONT,1998,01,5.88,3.1
VERMONT,1998,02,2.35,-0.48
VERMONT,1998,03,3.73,0.62
VERMONT,1998,04,2.52,-1.16
VERMONT,1998,05,2.83,-1.39
VERMONT,1998,06,8.77,3.56
VERMONT,1998,07,5.14,0.35
VERMONT,1998,08,4.73,0.3
VERMONT,1998,09,3.97,0.23
VERMONT,1998,10,3.02,-1.89
VERMONT,1998,11,2.9,-0.52
VERMONT,1998,12,1.69,-2.49
VERMONT,1999,01,5.73,2.95
VERMONT,1999,02,1.53,-1.3
VERMONT,1999,03,4.14,1.03
VERMONT,1999,04,0.88,-2.8
VERMONT,1999,05,3.5,-0.72
VERMONT,1999,06,2.56,-2.65
VERMONT,1999,07,3.79,-1.0
VERMONT,1999,08,2.76,-1.67
VERMONT,1999,09,8.57,4.83
VERMONT,1999,10,4.0,-0.91
VERMONT,1999,11,3.23,-0.19
VERMONT,1999,12,1.76,-2.42
VERMONT,2000,01,3.79,1.01
VERMONT,2000,02,3.51,0.68
VERMONT,2000,03,2.95,-0.16
VERMONT,2000,04,5.93,2.25
