LOCATION,YEAR,MONTH,Cooling_degree_days,Anomaly
LOUISIANA,1999,12,9,-7
LOUISIANA,2000,01,36,9
LOUISIANA,2000,02,42,16
LOUISIANA,2000,03,99,32
LOUISIANA,2000,04,83,-42
LOUISIANA,2000,05,377,74
LOUISIANA,2000,06,451,-21
LOUISIANA,2000,07,566,25
LOUISIANA,2000,08,590,46
LOUISIANA,2000,09,388,-14
LOUISIANA,2000,10,138,-30
LOUISIANA,2000,11,18,-24
LOUISIANA,2000,12,0,-16
LOUISIANA,2001,01,11,-16
LOUISIANA,2001,02,38,12
LOUISIANA,2001,03,23,-44
LOUISIANA,2001,04,173,48
LOUISIANA,2001,05,292,-11
LOUISIANA,2001,06,409,-63
LOUISIANA,2001,07,533,-8
LOUISIANA,2001,08,510,-34
LOUISIANA,2001,09,334,-68
LOUISIANA,2001,10,91,-77
LOUISIANA,2001,11,74,32
LOUISIANA,2001,12,22,6
LOUISIANA,2002,01,29,2
LOUISIANA,2002,02,7,-19
LOUISIANA,2002,03,40,-27
LOUISIANA,2002,04,175,50
LOUISIANA,2002,05,289,-14
LOUISIANA,2002,06,426,-46
LOUISIANA,2002,07,535,-6
LOUISIANA,2002,08,513,-31
LOUISIANA,2002,09,418,16
LOUISIANA,2002,10,204,36
LOUISIANA,2002,11,20,-22
LOUISIANA,2002,12,8,-8
LOUISIANA,2003,01,10,-17
LOUISIANA,2003,02,12,-14
LOUISIANA,2003,03,47,-20
LOUISIANA,2003,04,108,-17
LOUISIANA,2003,05,372,69
LOUISIANA,2003,06,446,-26
LOUISIANA,2003,07,502,-39
LOUISIANA,2003,08,539,-5
LOUISIANA,2003,09,348,-54
LOUISIANA,2003,10,145,-23
LOUISIANA,2003,11,66,24
LOUISIANA,2003,12,4,-12
LOUISIANA,2004,01,24,-3
LOUISIANA,2004,02,8,-18
LOUISIANA,2004,03,93,26
LOUISIANA,2004,04,93,-32
LOUISIANA,2004,05,283,-20
LOUISIANA,2004,06,440,-32
LOUISIANA,2004,07,516,-25
LOUISIANA,2004,08,467,-77
LOUISIANA,2004,09,401,-1
LOUISIANA,2004,10,301,133
LOUISIANA,2004,11,73,31
LOUISIANA,2004,12,6,-10
LOUISIANA,2005,01,46,19
LOUISIANA,2005,02,28,2
LOUISIANA,2005,03,33,-34
LOUISIANA,2005,04,88,-37
LOUISIANA,2005,05,255,-48
LOUISIANA,2005,06,462,-10
LOUISIANA,2005,07,546,5
LOUISIANA,2005,08,571,27
LOUISIANA,2005,09,496,94
LOUISIANA,2005,10,142,-26
LOUISIANA,2005,11,56,14
LOUISIANA,2005,12,6,-10
LOUISIANA,2006,01,55,28
LOUISIANA,2006,02,13,-13
LOUISIANA,2006,03,78,11
LOUISIANA,2006,04,202,77
LOUISIANA,2006,05,297,-6
LOUISIANA,2006,06,474,2
LOUISIANA,2006,07,533,-8
LOUISIANA,2006,08,574,30
LOUISIANA,2006,09,349,-53
LOUISIANA,2006,10,160,-8
LOUISIANA,2006,11,28,-14
LOUISIANA,2006,12,13,-3
LOUISIANA,2007,01,23,-4
LOUISIANA,2007,02,9,-17
LOUISIANA,2007,03,88,21
LOUISIANA,2007,04,69,-56
LOUISIANA,2007,05,281,-22
LOUISIANA,2007,06,458,-14
LOUISIANA,2007,07,482,-59
LOUISIANA,2007,08,593,49
LOUISIANA,2007,09,422,20
LOUISIANA,2007,10,177,9
LOUISIANA,2007,11,43,1
LOUISIANA,2007,12,30,14
LOUISIANA,2008,01,18,-9
LOUISIANA,2008,02,28,2
LOUISIANA,2008,03,48,-19
LOUISIANA,2008,04,109,-16
LOUISIANA,2008,05,292,-11
LOUISIANA,2008,06,486,14
LOUISIANA,2008,07,551,10
LOUISIANA,2008,08,501,-43
LOUISIANA,2008,09,331,-71
LOUISIANA,2008,10,116,-52
LOUISIANA,2008,11,24,-18
LOUISIANA,2008,12,18,2
LOUISIANA,2009,01,29,2
LOUISIANA,2009,02,27,1
LOUISIANA,2009,03,67,0
LOUISIANA,2009,04,93,-32
LOUISIANA,2009,05,309,6
LOUISIANA,2009,06,502,30
LOUISIANA,2009,07,548,7
LOUISIANA,2009,08,506,-38
LOUISIANA,2009,09,393,-9
LOUISIANA,2009,10,149,-19
LOUISIANA,2009,11,29,-13
LOUISIANA,2009,12,5,-11
LOUISIANA,2010,01,10,-17
LOUISIANA,2010,02,0,-26
LOUISIANA,2010,03,17,-50
LOUISIANA,2010,04,123,-2
LOUISIANA,2010,05,393,90
LOUISIANA,2010,06,550,78
LOUISIANA,2010,07,573,32
LOUISIANA,2010,08,610,66
LOUISIANA,2010,09,449,47
LOUISIANA,2010,10,154,-14
LOUISIANA,2010,11,39,-3
LOUISIANA,2010,12,3,-13
LOUISIANA,2011,01,13,-14
LOUISIANA,2011,02,14,-12
LOUISIANA,2011,03,83,16
LOUISIANA,2011,04,187,62
LOUISIANA,2011,05,282,-21
LOUISIANA,2011,06,561,89
LOUISIANA,2011,07,583,42
LOUISIANA,2011,08,661,117
LOUISIANA,2011,09,338,-64
LOUISIANA,2011,10,103,-65
LOUISIANA,2011,11,45,3
LOUISIANA,2011,12,13,-3
LOUISIANA,2012,01,54,27
LOUISIANA,2012,02,34,8
LOUISIANA,2012,03,159,92
LOUISIANA,2012,04,163,38
LOUISIANA,2012,05,358,55
LOUISIANA,2012,06,473,1
LOUISIANA,2012,07,535,-6
LOUISIANA,2012,08,521,-23
LOUISIANA,2012,09,385,-17
LOUISIANA,2012,10,116,-52
LOUISIANA,2012,11,23,-19
LOUISIANA,2012,12,24,8
LOUISIANA,2013,01,37,10
LOUISIANA,2013,02,23,-3
LOUISIANA,2013,03,17,-50
LOUISIANA,2013,04,78,-47
LOUISIANA,2013,05,217,-86
LOUISIANA,2013,06,486,14
LOUISIANA,2013,07,493,-48
LOUISIANA,2013,08,521,-23
LOUISIANA,2013,09,451,49
LOUISIANA,2013,10,171,3
LOUISIANA,2013,11,17,-25
LOUISIANA,2013,12,8,-8
LOUISIANA,2014,01,5,-22
LOUISIANA,2014,02,11,-15
LOUISIANA,2014,03,18,-49
LOUISIANA,2014,04,92,-33
LOUISIANA,2014,05,228,-75
LOUISIANA,2014,06,451,-21
LOUISIANA,2014,07,479,-62
LOUISIANA,2014,08,519,-25
LOUISIANA,2014,09,409,7
LOUISIANA,2014,10,177,9
LOUISIANA,2014,11,9,-33
LOUISIANA,2014,12,22,6
LOUISIANA,2015,01,15,-12
LOUISIANA,2015,02,6,-20
LOUISIANA,2015,03,75,8
LOUISIANA,2015,04,189,64
LOUISIANA,2015,05,325,22
LOUISIANA,2015,06,475,3
LOUISIANA,2015,07,603,62
LOUISIANA,2015,08,550,6
LOUISIANA,2015,09,408,6
LOUISIANA,2015,10,189,21
LOUISIANA,2015,11,83,41
LOUISIANA,2015,12,60,44
LOUISIANA,2016,01,19,-8
LOUISIANA,2016,02,23,-3
LOUISIANA,2016,03,102,35
LOUISIANA,2016,04,139,14
LOUISIANA,2016,05,274,-29
LOUISIANA,2016,06,485,13
LOUISIANA,2016,07,582,41
LOUISIANA,2016,08,543,-1
LOUISIANA,2016,09,468,66
LOUISIANA,2016,10,233,65
LOUISIANA,2016,11,75,33
LOUISIANA,2016,12,28,12
LOUISIANA,2017,01,67,40
LOUISIANA,2017,02,78,52
LOUISIANA,2017,03,111,44
LOUISIANA,2017,04,164,39
LOUISIANA,2017,05,229,-74
LOUISIANA,2017,06,414,-58
LOUISIANA,2017,07,542,1
LOUISIANA,2017,08,506,-38
LOUISIANA,2017,09,375,-27
LOUISIANA,2017,10,183,15
LOUISIANA,2017,11,62,20
LOUISIANA,2017,12,10,-6
LOUISIANA,2018,01,8,-19
LOUISIANA,2018,02,90,64
LOUISIANA,2018,03,75,8
LOUISIANA,2018,04,52,-73
LOUISIANA,2018,05,405,102
LOUISIANA,2018,06,521,49
LOUISIANA,2018,07,578,37
LOUISIANA,2018,08,532,-12
LOUISIANA,2018,09,469,67
LOUISIANA,2018,10,237,69
LOUISIANA,2018,11,17,-25
LOUISIANA,2018,12,16,0
LOUISIANA,2019,01,23,-4
MAINE,1996,01,0,0
MAINE,1996,02,0,0
MAINE,1996,03,0,0
MAINE,1996,04,0,0
MAINE,1996,05,0,0
MAINE,1996,06,17,-1
MAINE,1996,07,62,-50
MAINE,1996,08,80,-19
MAINE,1996,09,2,-9
MAINE,1996,10,0,0
MAINE,1996,11,0,0
MAINE,1996,12,0,0
MAINE,1997,01,0,0
MAINE,1997,02,0,0
MAINE,1997,03,0,0
MAINE,1997,04,0,0
MAINE,1997,05,0,0
MAINE,1997,06,18,0
MAINE,1997,07,101,-11
MAINE,1997,08,66,-33
MAINE,1997,09,0,-11
MAINE,1997,10,0,0
MAINE,1997,11,0,0
MAINE,1997,12,0,0
MAINE,1998,01,0,0
MAINE,1998,02,0,0
MAINE,1998,03,0,0
MAINE,1998,04,0,0
MAINE,1998,05,5,5
MAINE,1998,06,5,-13
MAINE,1998,07,104,-8
MAINE,1998,08,98,-1
MAINE,1998,09,6,-5
MAINE,1998,10,0,0
MAINE,1998,11,0,0
MAINE,1998,12,0,0
MAINE,1999,01,0,0
MAINE,1999,02,0,0
MAINE,1999,03,0,0
MAINE,1999,04,0,0
MAINE,1999,05,3,3
MAINE,1999,06,65,47
MAINE,1999,07,153,41
MAINE,1999,08,79,-20
MAINE,1999,09,36,25
MAINE,1999,10,0,0
MAINE,1999,11,0,0
MAINE,1999,12,0,0
MAINE,2000,01,0,0
MAINE,2000,02,0,0
MAINE,2000,03,0,0
MAINE,2000,04,0,0
MAINE,2000,05,0,0
MAINE,2000,06,12,-6
MAINE,2000,07,48,-64
MAINE,2000,08,60,-39
MAINE,2000,09,0,-11
MAINE,2000,10,0,0
MAINE,2000,11,0,0
MAINE,2000,12,0,0
MAINE,2001,01,0,0
MAINE,2001,02,0,0
MAINE,2001,03,0,0
MAINE,2001,04,0,0
MAINE,2001,05,0,0
MAINE,2001,06,51,33
MAINE,2001,07,66,-46
MAINE,2001,08,138,39
MAINE,2001,09,8,-3
MAINE,2001,10,0,0
MAINE,2001,11,0,0
MAINE,2001,12,0,0
MAINE,2002,01,0,0
MAINE,2002,02,0,0
MAINE,2002,03,0,0
MAINE,2002,04,0,0
MAINE,2002,05,0,0
MAINE,2002,06,6,-12
MAINE,2002,07,97,-15
MAINE,2002,08,133,34
MAINE,2002,09,16,5
MAINE,2002,10,0,0
MAINE,2002,11,0,0
MAINE,2002,12,0,0
MAINE,2003,01,0,0
MAINE,2003,02,0,0
MAINE,2003,03,0,0
MAINE,2003,04,0,0
MAINE,2003,05,0,0
MAINE,2003,06,20,2
MAINE,2003,07,104,-8
MAINE,2003,08,110,11
MAINE,2003,09,11,0
MAINE,2003,10,0,0
MAINE,2003,11,0,0
MAINE,2003,12,0,0
MAINE,2004,01,0,0
MAINE,2004,02,0,0
MAINE,2004,03,0,0
MAINE,2004,04,0,0
MAINE,2004,05,0,0
MAINE,2004,06,2,-16
MAINE,2004,07,67,-45
MAINE,2004,08,85,-14
MAINE,2004,09,5,-6
MAINE,2004,10,0,0
MAINE,2004,11,0,0
MAINE,2004,12,0,0
MAINE,2005,01,0,0
MAINE,2005,02,0,0
MAINE,2005,03,0,0
MAINE,2005,04,0,0
MAINE,2005,05,0,0
MAINE,2005,06,36,18
MAINE,2005,07,109,-3
MAINE,2005,08,106,7
MAINE,2005,09,16,5
MAINE,2005,10,0,0
MAINE,2005,11,0,0
MAINE,2005,12,0,0
MAINE,2006,01,0,0
MAINE,2006,02,0,0
MAINE,2006,03,0,0
MAINE,2006,04,0,0
MAINE,2006,05,0,0
MAINE,2006,06,35,17
MAINE,2006,07,172,60
MAINE,2006,08,48,-51
MAINE,2006,09,5,-6
MAINE,2006,10,0,0
MAINE,2006,11,0,0
MAINE,2006,12,0,0
MAINE,2007,01,0,0
MAINE,2007,02,0,0
MAINE,2007,03,0,0
MAINE,2007,04,0,0
MAINE,2007,05,0,0
MAINE,2007,06,19,1
MAINE,2007,07,77,-35
MAINE,2007,08,75,-24
MAINE,2007,09,8,-3
MAINE,2007,10,0,0
MAINE,2007,11,0,0
MAINE,2007,12,0,0
MAINE,2008,01,0,0
MAINE,2008,02,0,0
MAINE,2008,03,0,0
MAINE,2008,04,0,0
MAINE,2008,05,0,0
MAINE,2008,06,20,2
MAINE,2008,07,144,32
MAINE,2008,08,53,-46
MAINE,2008,09,2,-9
MAINE,2008,10,0,0
MAINE,2008,11,0,0
MAINE,2008,12,0,0
MAINE,2009,01,0,0
MAINE,2009,02,0,0
MAINE,2009,03,0,0
MAINE,2009,04,0,0
MAINE,2009,05,0,0
MAINE,2009,06,5,-13
MAINE,2009,07,43,-69
MAINE,2009,08,113,14
MAINE,2009,09,0,-11
MAINE,2009,10,0,0
MAINE,2009,11,0,0
MAINE,2009,12,0,0
MAINE,2010,01,0,0
MAINE,2010,02,0,0
MAINE,2010,03,0,0
MAINE,2010,04,0,0
MAINE,2010,05,3,3
MAINE,2010,06,18,0
MAINE,2010,07,173,61
MAINE,2010,08,98,-1
MAINE,2010,09,13,2
MAINE,2010,10,0,0
MAINE,2010,11,0,0
MAINE,2010,12,0,0
MAINE,2011,01,0,0
MAINE,2011,02,0,0
MAINE,2011,03,0,0
MAINE,2011,04,0,0
MAINE,2011,05,0,0
MAINE,2011,06,12,-6
MAINE,2011,07,149,37
MAINE,2011,08,85,-14
MAINE,2011,09,15,4
MAINE,2011,10,0,0
MAINE,2011,11,0,0
MAINE,2011,12,0,0
MAINE,2012,01,0,0
MAINE,2012,02,0,0
MAINE,2012,03,0,0
MAINE,2012,04,0,0
MAINE,2012,05,0,0
MAINE,2012,06,11,-7
MAINE,2012,07,142,30
MAINE,2012,08,136,37
MAINE,2012,09,0,-11
MAINE,2012,10,0,0
MAINE,2012,11,0,0
MAINE,2012,12,0,0
MAINE,2013,01,0,0
MAINE,2013,02,0,0
MAINE,2013,03,0,0
MAINE,2013,04,0,0
MAINE,2013,05,0,0
MAINE,2013,06,22,4
MAINE,2013,07,161,49
MAINE,2013,08,72,-27
MAINE,2013,09,5,-6
MAINE,2013,10,0,0
MAINE,2013,11,0,0
MAINE,2013,12,0,0
MAINE,2014,01,0,0
MAINE,2014,02,0,0
MAINE,2014,03,0,0
MAINE,2014,04,0,0
MAINE,2014,05,0,0
MAINE,2014,06,22,4
MAINE,2014,07,129,17
MAINE,2014,08,76,-23
MAINE,2014,09,5,-6
MAINE,2014,10,0,0
MAINE,2014,11,0,0
MAINE,2014,12,0,0
MAINE,2015,01,0,0
MAINE,2015,02,0,0
MAINE,2015,03,0,0
MAINE,2015,04,0,0
MAINE,2015,05,4,4
MAINE,2015,06,0,-18
MAINE,2015,07,79,-33
MAINE,2015,08,130,31
MAINE,2015,09,39,28
MAINE,2015,10,0,0
MAINE,2015,11,0,0
MAINE,2015,12,0,0
MAINE,2016,01,0,0
MAINE,2016,02,0,0
MAINE,2016,03,0,0
MAINE,2016,04,0,0
MAINE,2016,05,0,0
MAINE,2016,06,14,-4
MAINE,2016,07,133,21
MAINE,2016,08,129,30
MAINE,2016,09,17,6
MAINE,2016,10,0,0
MAINE,2016,11,0,0
MAINE,2016,12,0,0
MAINE,2017,01,0,0
MAINE,2017,02,0,0
MAINE,2017,03,0,0
MAINE,2017,04,0,0
MAINE,2017,05,0,0
MAINE,2017,06,21,3
MAINE,2017,07,88,-24
MAINE,2017,08,70,-29
MAINE,2017,09,36,25
MAINE,2017,10,0,0
MAINE,2017,11,0,0
MAINE,2017,12,0,0
MAINE,2018,01,0,0
MAINE,2018,02,0,0
MAINE,2018,03,0,0
MAINE,2018,04,0,0
MAINE,2018,05,0,0
MAINE,2018,06,9,-9
MAINE,2018,07,156,44
MAINE,2018,08,161,62
MAINE,2018,09,11,0
MAINE,2018,10,0,0
MAINE,2018,11,0,0
MAINE,2018,12,0,0
MAINE,2019,01,0,0
MARYLAND,1996,01,0,0
MARYLAND,1996,02,0,0
MARYLAND,1996,03,0,-1
MARYLAND,1996,04,0,-4
MARYLAND,1996,05,26,-48
MARYLAND,1996,06,235,-1
MARYLAND,1996,07,271,-93
MARYLAND,1996,08,245,-79
MARYLAND,1996,09,106,-34
MARYLAND,1996,10,9,-8
MARYLAND,1996,11,0,0
MARYLAND,1996,12,0,0
MARYLAND,1997,01,0,0
MARYLAND,1997,02,0,0
MARYLAND,1997,03,0,-1
MARYLAND,1997,04,0,-4
MARYLAND,1997,05,19,-55
MARYLAND,1997,06,155,-81
MARYLAND,1997,07,344,-20
MARYLAND,1997,08,252,-72
MARYLAND,1997,09,90,-50
MARYLAND,1997,10,9,-8
MARYLAND,1997,11,0,0
MARYLAND,1997,12,0,0
MARYLAND,1998,01,0,0
MARYLAND,1998,02,0,0
MARYLAND,1998,03,0,-1
MARYLAND,1998,04,3,-1
MARYLAND,1998,05,93,19
MARYLAND,1998,06,181,-55
MARYLAND,1998,07,337,-27
MARYLAND,1998,08,324,0
MARYLAND,1998,09,216,76
MARYLAND,1998,10,13,-4
MARYLAND,1998,11,0,0
MARYLAND,1998,12,0,0
MARYLAND,1999,01,0,0
MARYLAND,1999,02,0,0
MARYLAND,1999,03,0,-1
MARYLAND,1999,04,0,-4
MARYLAND,1999,05,59,-15
MARYLAND,1999,06,205,-31
MARYLAND,1999,07,445,81
MARYLAND,1999,08,321,-3
MARYLAND,1999,09,109,-31
MARYLAND,1999,10,4,-13
MARYLAND,1999,11,0,0
MARYLAND,1999,12,0,0
MARYLAND,2000,01,0,0
MARYLAND,2000,02,0,0
MARYLAND,2000,03,2,1
MARYLAND,2000,04,0,-4
MARYLAND,2000,05,82,8
MARYLAND,2000,06,228,-8
MARYLAND,2000,07,228,-136
MARYLAND,2000,08,244,-80
MARYLAND,2000,09,78,-62
MARYLAND,2000,10,14,-3
MARYLAND,2000,11,0,0
MARYLAND,2000,12,0,0
MARYLAND,2001,01,0,0
MARYLAND,2001,02,0,0
MARYLAND,2001,03,0,-1
MARYLAND,2001,04,2,-2
MARYLAND,2001,05,53,-21
MARYLAND,2001,06,233,-3
MARYLAND,2001,07,239,-125
MARYLAND,2001,08,356,32
MARYLAND,2001,09,80,-60
MARYLAND,2001,10,10,-7
MARYLAND,2001,11,0,0
MARYLAND,2001,12,0,0
MARYLAND,2002,01,0,0
MARYLAND,2002,02,0,0
MARYLAND,2002,03,0,-1
MARYLAND,2002,04,8,4
MARYLAND,2002,05,43,-31
MARYLAND,2002,06,252,16
MARYLAND,2002,07,403,39
MARYLAND,2002,08,391,67
MARYLAND,2002,09,152,12
MARYLAND,2002,10,10,-7
MARYLAND,2002,11,0,0
MARYLAND,2002,12,0,0
MARYLAND,2003,01,0,0
MARYLAND,2003,02,0,0
MARYLAND,2003,03,0,-1
MARYLAND,2003,04,0,-4
MARYLAND,2003,05,22,-52
MARYLAND,2003,06,151,-85
MARYLAND,2003,07,333,-31
MARYLAND,2003,08,356,32
MARYLAND,2003,09,117,-23
MARYLAND,2003,10,4,-13
MARYLAND,2003,11,0,0
MARYLAND,2003,12,0,0
MARYLAND,2004,01,0,0
MARYLAND,2004,02,0,0
MARYLAND,2004,03,0,-1
MARYLAND,2004,04,2,-2
MARYLAND,2004,05,170,96
MARYLAND,2004,06,187,-49
MARYLAND,2004,07,334,-30
MARYLAND,2004,08,277,-47
MARYLAND,2004,09,140,0
MARYLAND,2004,10,8,-9
MARYLAND,2004,11,0,0
MARYLAND,2004,12,0,0
MARYLAND,2005,01,0,0
MARYLAND,2005,02,0,0
MARYLAND,2005,03,0,-1
MARYLAND,2005,04,2,-2
MARYLAND,2005,05,17,-57
MARYLAND,2005,06,253,17
MARYLAND,2005,07,399,35
MARYLAND,2005,08,379,55
MARYLAND,2005,09,203,63
MARYLAND,2005,10,16,-1
MARYLAND,2005,11,0,0
MARYLAND,2005,12,0,0
MARYLAND,2006,01,0,0
MARYLAND,2006,02,0,0
MARYLAND,2006,03,0,-1
MARYLAND,2006,04,8,4
MARYLAND,2006,05,46,-28
MARYLAND,2006,06,216,-20
MARYLAND,2006,07,410,46
MARYLAND,2006,08,382,58
MARYLAND,2006,09,72,-68
MARYLAND,2006,10,7,-10
MARYLAND,2006,11,0,0
MARYLAND,2006,12,0,0
MARYLAND,2007,01,0,0
MARYLAND,2007,02,0,0
MARYLAND,2007,03,0,-1
MARYLAND,2007,04,0,-4
MARYLAND,2007,05,82,8
MARYLAND,2007,06,245,9
MARYLAND,2007,07,340,-24
MARYLAND,2007,08,359,35
MARYLAND,2007,09,166,26
MARYLAND,2007,10,66,49
MARYLAND,2007,11,0,0
MARYLAND,2007,12,0,0
MARYLAND,2008,01,0,0
MARYLAND,2008,02,0,0
MARYLAND,2008,03,0,-1
MARYLAND,2008,04,3,-1
MARYLAND,2008,05,27,-47
MARYLAND,2008,06,291,55
MARYLAND,2008,07,364,0
MARYLAND,2008,08,248,-76
MARYLAND,2008,09,144,4
MARYLAND,2008,10,5,-12
MARYLAND,2008,11,0,0
MARYLAND,2008,12,0,0
MARYLAND,2009,01,0,0
MARYLAND,2009,02,0,0
MARYLAND,2009,03,0,-1
MARYLAND,2009,04,2,-2
MARYLAND,2009,05,60,-14
MARYLAND,2009,06,191,-45
MARYLAND,2009,07,275,-89
MARYLAND,2009,08,357,33
MARYLAND,2009,09,95,-45
MARYLAND,2009,10,7,-10
MARYLAND,2009,11,0,0
MARYLAND,2009,12,0,0
MARYLAND,2010,01,0,0
MARYLAND,2010,02,0,0
MARYLAND,2010,03,0,-1
MARYLAND,2010,04,11,7
MARYLAND,2010,05,96,22
MARYLAND,2010,06,346,110
MARYLAND,2010,07,451,87
MARYLAND,2010,08,360,36
MARYLAND,2010,09,176,36
MARYLAND,2010,10,16,-1
MARYLAND,2010,11,0,0
MARYLAND,2010,12,0,0
MARYLAND,2011,01,0,0
MARYLAND,2011,02,0,0
MARYLAND,2011,03,0,-1
MARYLAND,2011,04,8,4
MARYLAND,2011,05,98,24
MARYLAND,2011,06,285,49
MARYLAND,2011,07,467,103
MARYLAND,2011,08,320,-4
MARYLAND,2011,09,142,2
MARYLAND,2011,10,9,-8
MARYLAND,2011,11,0,0
MARYLAND,2011,12,0,0
MARYLAND,2012,01,0,0
MARYLAND,2012,02,0,0
MARYLAND,2012,03,12,11
MARYLAND,2012,04,2,-2
MARYLAND,2012,05,132,58
MARYLAND,2012,06,215,-21
MARYLAND,2012,07,459,95
MARYLAND,2012,08,346,22
MARYLAND,2012,09,124,-16
MARYLAND,2012,10,15,-2
