YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","PRODUCTION in $","PRICE RECEIVED in $ / BU"
2007,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.7
2007,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"440,000","460,000","8,140,000",18.5,"88,726,000"," "
2007,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.9
2007,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"3,240,000","3,250,000","136,080,000",42,"1,306,368,000"," "
2007,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.6
2007,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,010,000","1,080,000","19,190,000",19,"197,657,000"," "
2007,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.3
2007,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"92,000","95,000","3,450,000",37.5,"35,880,000"," "
2007,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.4
2007,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"500,000","510,000","13,750,000",27.5,"156,750,000"," "
2007,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.4
2007,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"14,000","15,000","462,000",33,"5,221,000"," "
2007,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.3
2007,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,380,000","1,400,000","55,890,000",40.5,"549,399,000"," "
2007,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.83
2008,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"350,000","360,000","12,250,000",35,"126,175,000"," "
2008,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.3
2008,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,250,000","3,300,000","123,500,000",38,"1,190,540,000"," "
2008,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.64
2008,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"193,000","195,000","5,308,000",27.5,"49,895,000"," "
2008,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.4
2008,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"29,000","32,000","1,102,000",38,"9,367,000"," "
2008,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.5
2008,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"415,000","430,000","12,865,000",31,"122,218,000"," "
2008,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.5
2008,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"9,120,000","9,200,000","428,640,000",47,"4,372,128,000"," "
2008,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.2
2008,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,430,000","5,450,000","244,350,000",45,"2,492,370,000"," "
2008,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.2
2008,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,670,000","9,750,000","449,655,000",46.5,"4,586,481,000"," "
2008,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.2
2008,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"3,250,000","3,300,000","120,250,000",37,"1,129,148,000"," "
2008,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.39
2008,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,380,000","1,390,000","47,610,000",34.5,"476,100,000"," "
2008,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10
2008,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"950,000","1,050,000","31,350,000",33,"298,452,000"," "
2008,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.52
2008,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"485,000","495,000","14,550,000",30,"133,860,000"," "
2008,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.2
2008,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"1,890,000","1,900,000","69,930,000",37,"686,713,000"," "
2008,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.82
2008,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"6,970,000","7,050,000","264,860,000",38,"2,675,086,000"," "
2008,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.1
2008,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"1,960,000","2,000,000","78,400,000",40,"728,336,000"," "
2008,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.29
2008,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,030,000","5,200,000","191,140,000",38,"1,861,704,000"," "
2008,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.74
2008,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"4,860,000","4,900,000","225,990,000",46.5,"2,212,442,000"," "
2008,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.79
2008,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"90,000","92,000","2,700,000",30,"26,325,000"," "
2008,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.75
2008,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"226,000","230,000","10,396,000",46,"107,079,000"," "
2008,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.3
2008,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,670,000","1,690,000","55,110,000",33,"514,176,000"," "
2008,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.33
2008,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"3,760,000","3,800,000","105,280,000",28,"1,022,269,000"," "
2008,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.71
2008,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,480,000","4,500,000","161,280,000",36,"1,661,184,000"," "
2008,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.3
2008,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"360,000","400,000","9,000,000",25,"81,900,000"," "
2008,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.1
2008,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"430,000","435,000","17,200,000",40,"175,440,000"," "
2008,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.2
2008,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"530,000","540,000","16,960,000",32,"152,640,000"," "
2008,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9
2008,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"4,060,000","4,100,000","138,040,000",34,"1,332,086,000"," "
2008,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.65
2008,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,460,000","1,490,000","49,640,000",34,"469,098,000"," "
2008,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.45
2008,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"205,000","230,000","5,023,000",24.5,"46,463,000"," "
2008,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.25
2008,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"570,000","580,000","18,240,000",32,"165,984,000"," "
2008,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.1
2008,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"18,000","19,000","738,000",41,"7,196,000"," "
2008,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.75
2008,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,590,000","1,610,000","55,650,000",35,"545,370,000"," "
2008,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.8
2009,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"430,000","440,000","17,200,000",40,"172,000,000"," "
2009,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10
2009,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,270,000","3,420,000","122,625,000",37.5,"1,184,558,000"," "
2009,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.66
2009,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"183,000","185,000","7,686,000",42,"73,786,000"," "
2009,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.6
2009,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"34,000","37,000","1,292,000",38,"12,274,000"," "
2009,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.5
2009,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"440,000","470,000","15,840,000",36,"155,232,000"," "
2009,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.8
2009,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"9,350,000","9,400,000","430,100,000",46,"4,214,980,000"," "
2009,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.8
2009,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,440,000","5,450,000","266,560,000",49,"2,612,288,000"," "
2009,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.8
2009,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,530,000","9,600,000","486,030,000",51,"4,627,006,000"," "
2009,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.52
2009,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"3,650,000","3,700,000","162,425,000",44.5,"1,523,547,000"," "
2009,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.38
2009,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,420,000","1,430,000","68,160,000",48,"674,784,000"," "
2009,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.9
2009,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"940,000","1,020,000","36,660,000",39,"354,136,000"," "
2009,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.66
2009,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"475,000","485,000","19,950,000",42,"189,525,000"," "
2009,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.5
2009,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"1,990,000","2,000,000","79,600,000",40,"759,384,000"," "
2009,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.54
2009,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"7,120,000","7,200,000","284,800,000",40,"2,674,272,000"," "
2009,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.39
2009,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"2,030,000","2,160,000","77,140,000",38,"712,774,000"," "
2009,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.24
2009,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,300,000","5,350,000","230,550,000",43.5,"2,215,586,000"," "
2009,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.61
2009,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"4,760,000","4,800,000","259,420,000",54.5,"2,459,302,000"," "
2009,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.48
2009,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"87,000","89,000","3,654,000",42,"34,238,000"," "
2009,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.37
2009,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"254,000","255,000","10,922,000",43,"99,390,000"," "
2009,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.1
2009,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,750,000","1,800,000","59,500,000",34,"570,605,000"," "
2009,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.59
2009,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"3,870,000","3,900,000","116,100,000",30,"1,075,086,000"," "
2009,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.26
2009,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,530,000","4,550,000","221,970,000",49,"2,170,867,000"," "
2009,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.78
2009,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"390,000","405,000","12,090,000",31,"113,646,000"," "
2009,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.4
2009,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"445,000","450,000","20,470,000",46,"192,418,000"," "
2009,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.4
2009,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"565,000","590,000","13,843,000",24.5,"131,509,000"," "
2009,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.5
2009,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"4,190,000","4,250,000","175,980,000",42,"1,615,496,000"," "
2009,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.18
2009,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,530,000","1,570,000","68,850,000",45,"670,599,000"," "
2009,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.74
2009,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"190,000","215,000","4,845,000",25.5,"44,816,000"," "
2009,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.25
2009,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"570,000","580,000","21,090,000",37,"198,246,000"," "
2009,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.4
2009,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"19,000","20,000","779,000",41,"7,478,000"," "
2009,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.6
2009,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,620,000","1,630,000","64,800,000",40,"623,376,000"," "
2009,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.62
2010,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"345,000","350,000","8,970,000",26,"99,567,000"," "
2010,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.1
2010,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,150,000","3,190,000","110,250,000",35,"1,201,725,000"," "
2010,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.9
2010,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"173,000","175,000","5,536,000",32,"67,539,000"," "
2010,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.2
2010,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"23,000","25,000","690,000",30,"7,590,000"," "
2010,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11
2010,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"255,000","270,000","6,630,000",26,"77,571,000"," "
2010,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.7
2010,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"9,050,000","9,100,000","466,075,000",51.5,"5,499,685,000"," "
2010,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.8
2010,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,330,000","5,350,000","258,505,000",48.5,"2,972,808,000"," "
2010,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.5
2010,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,730,000","9,800,000","496,230,000",51,"5,557,776,000"," "
2010,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.2
2010,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"4,250,000","4,300,000","140,250,000",33,"1,612,875,000"," "
2010,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.5
2010,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,390,000","1,400,000","47,260,000",34,"538,764,000"," "
2010,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.4
2010,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"1,020,000","1,030,000","41,820,000",41,"439,110,000"," "
2010,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.5
2010,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"465,000","470,000","15,810,000",34,"189,720,000"," "
2010,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12
2010,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"2,040,000","2,050,000","88,740,000",43.5,"985,014,000"," "
2010,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.1
2010,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"7,310,000","7,400,000","328,950,000",45,"3,585,555,000"," "
2010,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.9
2010,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"1,980,000","2,000,000","76,230,000",38.5,"792,792,000"," "
2010,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.4
2010,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,070,000","5,150,000","210,405,000",41.5,"2,461,739,000"," "
2010,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.7
2010,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"5,100,000","5,150,000","267,750,000",52.5,"2,945,250,000"," "
2010,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11
2010,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"92,000","94,000","2,208,000",24,"25,834,000"," "
2010,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.7
2010,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"279,000","280,000","13,392,000",48,"152,669,000"," "
2010,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.4
2010,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,550,000","1,580,000","40,300,000",26,"483,600,000"," "
2010,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12
2010,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"4,070,000","4,100,000","138,380,000",34,"1,508,342,000"," "
2010,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.9
2010,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,590,000","4,600,000","220,320,000",48,"2,533,680,000"," "
2010,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.5
2010,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"475,000","500,000","11,875,000",25,"135,375,000"," "
2010,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.4
2010,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"495,000","500,000","20,790,000",42,"251,559,000"," "
2010,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.1
2010,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"455,000","465,000","10,465,000",23,"123,487,000"," "
2010,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.8
2010,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"4,140,000","4,200,000","157,320,000",38,"1,714,788,000"," "
2010,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.9
2010,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,410,000","1,450,000","43,710,000",31,"485,181,000"," "
2010,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.1
2010,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"185,000","205,000","5,550,000",30,"57,720,000"," "
2010,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.4
2010,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"540,000","560,000","14,040,000",26,"168,480,000"," "
2010,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12
2010,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"18,000","20,000","540,000",30,"6,480,000"," "
2010,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12
2010,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,630,000","1,640,000","82,315,000",50.5,"889,002,000"," "
2010,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.8
2011,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"295,000","300,000","9,735,000",33,"116,820,000"," "
2011,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12
2011,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,280,000","3,330,000","126,280,000",38.5,"1,553,244,000"," "
2011,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.3
2011,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"168,000","170,000","6,636,000",39.5,"80,959,000"," "
2011,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.2
2011,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"16,000","18,000","432,000",27,"4,752,000"," "
2011,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11
2011,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"135,000","155,000","2,970,000",22,"35,937,000"," "
2011,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.1
2011,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"8,910,000","8,950,000","423,225,000",47.5,"5,417,280,000"," "
2011,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.8
2011,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,290,000","5,300,000","240,695,000",45.5,"3,056,827,000"," "
2011,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.7
2011,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,230,000","9,350,000","475,345,000",51.5,"5,989,347,000"," "
2011,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.6
2011,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"3,760,000","4,000,000","103,400,000",27.5,"1,251,140,000"," "
2011,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.1
2011,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,480,000","1,490,000","57,720,000",39,"715,728,000"," "
2011,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.4
2011,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"980,000","1,020,000","35,280,000",36,"423,360,000"," "
2011,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12
2011,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"465,000","470,000","18,135,000",39,"219,434,000"," "
2011,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.1
2011,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"1,940,000","1,950,000","86,330,000",44.5,"1,044,593,000"," "
2011,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.1
2011,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"7,040,000","7,100,000","274,560,000",39,"3,404,544,000"," "
2011,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.4
2011,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"1,800,000","1,830,000","70,200,000",39,"842,400,000"," "
2011,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12
2011,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,210,000","5,350,000","190,165,000",36.5,"2,377,063,000"," "
2011,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.5
2011,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"4,840,000","4,900,000","261,360,000",54,"3,136,320,000"," "
2011,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12
2011,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"86,000","88,000","3,268,000",38,"39,543,000"," "
2011,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.1
2011,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"277,000","280,000","11,911,000",43,"146,505,000"," "
2011,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.3
