YEAR,LOCATION,WEEK_NUM,STATE_ANSI,FERTILIZER,APPLICATIONS_IN_LB_FERTILIZER,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER,AREA_OPERATED_IN_ACRES,AREA_OPERATED_IN_ACRES_/_OPERATION,OPERATIONS_IN_OPERATIONS,AREA_HARVESTED_IN_ACRES,AREA_PLANTED_IN_ACRES,PRODUCTION_IN_BU,PRODUCTION_IN_$,PRICE_RECEIVED_IN_$_/_BU,CONDITION_IN_PCT_VERY_POOR,CONDITION_IN_PCT_GOOD,CONDITION_IN_PCT_FAIR,CONDITION_IN_PCT_POOR,CONDITION_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_GOOD,CONDITION_5_YEAR_AVG_IN_PCT_POOR,CONDITION_5_YEAR_AVG_IN_PCT_VERY_POOR,CONDITION_5_YEAR_AVG_IN_PCT_FAIR,CONDITION_PREVIOUS_YEAR_IN_PCT_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_GOOD,CONDITION_PREVIOUS_YEAR_IN_PCT_VERY_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_EXCELLENT,CONDITION_PREVIOUS_YEAR_IN_PCT_FAIR,YIELD_IN_BU_/_ACRE
2017,MISSISSIPPI,34,28,NITROGEN,7e+05,7,9,1.3,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,48,20,4,28,27,48,5,1,19,6,45,1,27,21,54
2017,MISSISSIPPI,34,28,SULFUR,1600000,20,20,1,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,48,20,4,28,27,48,5,1,19,6,45,1,27,21,54
2017,MISSISSIPPI,26,28,POTASH,66600000,78,81,1,38,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,45,27,6,22,22,50,6,1,21,8,44,1,23,24,54
2017,MISSISSIPPI,26,28,PHOSPHATE,20600000,56,56,1,17,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,45,27,6,22,22,50,6,1,21,8,44,1,23,24,54
2017,MISSISSIPPI,26,28,NITROGEN,7e+05,7,9,1.3,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,45,27,6,22,22,50,6,1,21,8,44,1,23,24,54
2017,MISSISSIPPI,26,28,SULFUR,1600000,20,20,1,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,45,27,6,22,22,50,6,1,21,8,44,1,23,24,54
2017,MISSISSIPPI,32,28,POTASH,66600000,78,81,1,38,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,48,26,5,21,25,47,6,2,20,7,45,2,24,22,54
2017,MISSISSIPPI,32,28,PHOSPHATE,20600000,56,56,1,17,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,48,26,5,21,25,47,6,2,20,7,45,2,24,22,54
2017,MISSISSIPPI,32,28,NITROGEN,7e+05,7,9,1.3,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,48,26,5,21,25,47,6,2,20,7,45,2,24,22,54
2017,MISSISSIPPI,32,28,SULFUR,1600000,20,20,1,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,48,26,5,21,25,47,6,2,20,7,45,2,24,22,54
2017,MISSISSIPPI,18,28,POTASH,66600000,78,81,1,38,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,54,29,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
2017,MISSISSIPPI,18,28,PHOSPHATE,20600000,56,56,1,17,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,54,29,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
2017,MISSISSIPPI,18,28,NITROGEN,7e+05,7,9,1.3,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,54,29,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
2017,MISSISSIPPI,18,28,SULFUR,1600000,20,20,1,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,54,29,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
2017,MISSISSIPPI,27,28,POTASH,66600000,78,81,1,38,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,45,26,9,20,20,48,6,1,25,6,48,1,20,25,54
2017,MISSISSIPPI,27,28,PHOSPHATE,20600000,56,56,1,17,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,45,26,9,20,20,48,6,1,25,6,48,1,20,25,54
2017,MISSISSIPPI,27,28,NITROGEN,7e+05,7,9,1.3,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,45,26,9,20,20,48,6,1,25,6,48,1,20,25,54
2017,MISSISSIPPI,27,28,SULFUR,1600000,20,20,1,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,45,26,9,20,20,48,6,1,25,6,48,1,20,25,54
2017,MISSISSIPPI,39,28,POTASH,66600000,78,81,1,38,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,25,47,7,2,19,8,44,2,27,19,54
2017,MISSISSIPPI,39,28,PHOSPHATE,20600000,56,56,1,17,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,25,47,7,2,19,8,44,2,27,19,54
2017,MISSISSIPPI,39,28,NITROGEN,7e+05,7,9,1.3,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,25,47,7,2,19,8,44,2,27,19,54
2017,MISSISSIPPI,39,28,SULFUR,1600000,20,20,1,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,25,47,7,2,19,8,44,2,27,19,54
2017,MISSISSIPPI,33,28,POTASH,66600000,78,81,1,38,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,49,24,5,22,26,48,6,1,19,6,46,1,25,22,54
2017,MISSISSIPPI,33,28,PHOSPHATE,20600000,56,56,1,17,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,49,24,5,22,26,48,6,1,19,6,46,1,25,22,54
2017,MISSISSIPPI,33,28,NITROGEN,7e+05,7,9,1.3,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,49,24,5,22,26,48,6,1,19,6,46,1,25,22,54
2017,MISSISSIPPI,33,28,SULFUR,1600000,20,20,1,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,49,24,5,22,26,48,6,1,19,6,46,1,25,22,54
2017,MISSISSIPPI,41,28,POTASH,66600000,78,81,1,38,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,NA,NA,NA,NA,NA,8,44,2,27,19,54
2017,MISSISSIPPI,41,28,PHOSPHATE,20600000,56,56,1,17,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,NA,NA,NA,NA,NA,8,44,2,27,19,54
2017,MISSISSIPPI,41,28,NITROGEN,7e+05,7,9,1.3,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,NA,NA,NA,NA,NA,8,44,2,27,19,54
2017,MISSISSIPPI,41,28,SULFUR,1600000,20,20,1,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,NA,NA,NA,NA,NA,8,44,2,27,19,54
2017,MISSISSIPPI,38,28,POTASH,66600000,78,81,1,38,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,25,48,6,2,19,7,45,1,27,20,54
2017,MISSISSIPPI,38,28,PHOSPHATE,20600000,56,56,1,17,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,25,48,6,2,19,7,45,1,27,20,54
2017,MISSISSIPPI,38,28,NITROGEN,7e+05,7,9,1.3,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,25,48,6,2,19,7,45,1,27,20,54
2017,MISSISSIPPI,38,28,SULFUR,1600000,20,20,1,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,43,24,6,27,25,48,6,2,19,7,45,1,27,20,54
2017,MISSISSIPPI,29,28,POTASH,66600000,78,81,1,38,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,40,30,8,22,21,47,7,2,23,9,44,2,21,24,54
2017,MISSISSIPPI,29,28,PHOSPHATE,20600000,56,56,1,17,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,40,30,8,22,21,47,7,2,23,9,44,2,21,24,54
2017,MISSISSIPPI,29,28,NITROGEN,7e+05,7,9,1.3,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,40,30,8,22,21,47,7,2,23,9,44,2,21,24,54
2017,MISSISSIPPI,29,28,SULFUR,1600000,20,20,1,4,10400000,297,35000,2190000,2230000,118260000,1104034000,9.74,0,40,30,8,22,21,47,7,2,23,9,44,2,21,24,54
2017,MISSOURI,34,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,52,28,6,12,10,35,15,12,28,4,55,2,18,21,49.5
2017,MISSOURI,34,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,52,28,6,12,10,35,15,12,28,4,55,2,18,21,49.5
2017,MISSOURI,34,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,52,28,6,12,10,35,15,12,28,4,55,2,18,21,49.5
2017,MISSOURI,34,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,52,28,6,12,10,35,15,12,28,4,55,2,18,21,49.5
2017,MISSOURI,31,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,53,27,6,11,9,38,14,10,29,5,56,1,14,24,49.5
2017,MISSOURI,31,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,53,27,6,11,9,38,14,10,29,5,56,1,14,24,49.5
2017,MISSOURI,31,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,53,27,6,11,9,38,14,10,29,5,56,1,14,24,49.5
2017,MISSOURI,31,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,53,27,6,11,9,38,14,10,29,5,56,1,14,24,49.5
2017,MISSOURI,40,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,52,27,6,12,11,36,15,9,29,3,56,2,19,20,49.5
2017,MISSOURI,40,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,52,27,6,12,11,36,15,9,29,3,56,2,19,20,49.5
2017,MISSOURI,40,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,52,27,6,12,11,36,15,9,29,3,56,2,19,20,49.5
2017,MISSOURI,40,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,52,27,6,12,11,36,15,9,29,3,56,2,19,20,49.5
2017,MISSOURI,36,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,49,28,7,13,10,35,16,11,28,4,56,2,18,20,49.5
2017,MISSOURI,36,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,49,28,7,13,10,35,16,11,28,4,56,2,18,20,49.5
2017,MISSOURI,36,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,49,28,7,13,10,35,16,11,28,4,56,2,18,20,49.5
2017,MISSOURI,36,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,49,28,7,13,10,35,16,11,28,4,56,2,18,20,49.5
2017,MISSOURI,27,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,31,5,8,7,40,13,7,33,6,55,2,10,27,49.5
2017,MISSOURI,27,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,31,5,8,7,40,13,7,33,6,55,2,10,27,49.5
2017,MISSOURI,27,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,31,5,8,7,40,13,7,33,6,55,2,10,27,49.5
2017,MISSOURI,27,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,31,5,8,7,40,13,7,33,6,55,2,10,27,49.5
2017,MISSOURI,25,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,55,30,5,9,5,43,12,5,35,7,52,2,5,34,49.5
2017,MISSOURI,25,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,55,30,5,9,5,43,12,5,35,7,52,2,5,34,49.5
2017,MISSOURI,25,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,55,30,5,9,5,43,12,5,35,7,52,2,5,34,49.5
2017,MISSOURI,25,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,55,30,5,9,5,43,12,5,35,7,52,2,5,34,49.5
2017,MISSOURI,30,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,55,27,6,10,8,38,15,10,29,5,57,1,13,24,49.5
2017,MISSOURI,30,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,55,27,6,10,8,38,15,10,29,5,57,1,13,24,49.5
2017,MISSOURI,30,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,55,27,6,10,8,38,15,10,29,5,57,1,13,24,49.5
2017,MISSOURI,30,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,55,27,6,10,8,38,15,10,29,5,57,1,13,24,49.5
2017,MISSOURI,37,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,55,26,6,10,10,35,16,11,28,4,55,2,19,20,49.5
2017,MISSOURI,37,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,55,26,6,10,10,35,16,11,28,4,55,2,19,20,49.5
2017,MISSOURI,37,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,55,26,6,10,10,35,16,11,28,4,55,2,19,20,49.5
2017,MISSOURI,37,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,55,26,6,10,10,35,16,11,28,4,55,2,19,20,49.5
2017,MISSOURI,33,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,51,30,6,10,10,37,14,11,28,4,56,1,16,23,49.5
2017,MISSOURI,33,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,51,30,6,10,10,37,14,11,28,4,56,1,16,23,49.5
2017,MISSOURI,33,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,51,30,6,10,10,37,14,11,28,4,56,1,16,23,49.5
2017,MISSOURI,33,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,51,30,6,10,10,37,14,11,28,4,56,1,16,23,49.5
2017,MISSOURI,38,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,5,51,25,7,12,10,35,15,11,29,3,57,2,19,19,49.5
2017,MISSOURI,38,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,5,51,25,7,12,10,35,15,11,29,3,57,2,19,19,49.5
2017,MISSOURI,38,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,5,51,25,7,12,10,35,15,11,29,3,57,2,19,19,49.5
2017,MISSOURI,38,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,5,51,25,7,12,10,35,15,11,29,3,57,2,19,19,49.5
2017,MISSOURI,39,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,4,54,25,5,12,10,35,16,10,29,3,56,2,19,20,49.5
2017,MISSOURI,39,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,4,54,25,5,12,10,35,16,10,29,3,56,2,19,20,49.5
2017,MISSOURI,39,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,4,54,25,5,12,10,35,16,10,29,3,56,2,19,20,49.5
2017,MISSOURI,39,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,4,54,25,5,12,10,35,16,10,29,3,56,2,19,20,49.5
2017,MISSOURI,23,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,53,33,5,8,5,43,11,2,39,5,57,1,7,30,49.5
2017,MISSOURI,23,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,53,33,5,8,5,43,11,2,39,5,57,1,7,30,49.5
2017,MISSOURI,23,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,53,33,5,8,5,43,11,2,39,5,57,1,7,30,49.5
2017,MISSOURI,23,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,53,33,5,8,5,43,11,2,39,5,57,1,7,30,49.5
2017,MISSOURI,32,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,53,27,6,11,10,37,14,11,28,4,55,1,17,23,49.5
2017,MISSOURI,32,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,53,27,6,11,10,37,14,11,28,4,55,1,17,23,49.5
2017,MISSOURI,32,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,53,27,6,11,10,37,14,11,28,4,55,1,17,23,49.5
2017,MISSOURI,32,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,53,27,6,11,10,37,14,11,28,4,55,1,17,23,49.5
2017,MISSOURI,28,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,57,28,5,8,7,38,15,8,32,6,56,2,11,25,49.5
2017,MISSOURI,28,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,57,28,5,8,7,38,15,8,32,6,56,2,11,25,49.5
2017,MISSOURI,28,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,57,28,5,8,7,38,15,8,32,6,56,2,11,25,49.5
2017,MISSOURI,28,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,57,28,5,8,7,38,15,8,32,6,56,2,11,25,49.5
2017,MISSOURI,26,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,31,5,8,7,41,13,6,33,7,52,2,8,31,49.5
2017,MISSOURI,26,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,31,5,8,7,41,13,6,33,7,52,2,8,31,49.5
2017,MISSOURI,26,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,31,5,8,7,41,13,6,33,7,52,2,8,31,49.5
2017,MISSOURI,26,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,31,5,8,7,41,13,6,33,7,52,2,8,31,49.5
2017,MISSOURI,41,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,50,26,6,15,11,36,15,8,30,4,55,2,19,20,49.5
2017,MISSOURI,41,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,50,26,6,15,11,36,15,8,30,4,55,2,19,20,49.5
2017,MISSOURI,41,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,50,26,6,15,11,36,15,8,30,4,55,2,19,20,49.5
2017,MISSOURI,41,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,3,50,26,6,15,11,36,15,8,30,4,55,2,19,20,49.5
2017,MISSOURI,42,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,53,24,5,16,NA,NA,NA,NA,NA,4,53,2,21,20,49.5
2017,MISSOURI,42,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,53,24,5,16,NA,NA,NA,NA,NA,4,53,2,21,20,49.5
2017,MISSOURI,42,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,53,24,5,16,NA,NA,NA,NA,NA,4,53,2,21,20,49.5
2017,MISSOURI,42,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,53,24,5,16,NA,NA,NA,NA,NA,4,53,2,21,20,49.5
2017,MISSOURI,24,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,55,31,5,8,5,43,11,3,38,6,52,2,5,35,49.5
2017,MISSOURI,24,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,55,31,5,8,5,43,11,3,38,6,52,2,5,35,49.5
2017,MISSOURI,24,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,55,31,5,8,5,43,11,3,38,6,52,2,5,35,49.5
2017,MISSOURI,24,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,1,55,31,5,8,5,43,11,3,38,6,52,2,5,35,49.5
2017,MISSOURI,29,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,28,7,9,8,38,15,9,30,5,57,2,11,25,49.5
2017,MISSOURI,29,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,28,7,9,8,38,15,9,30,5,57,2,11,25,49.5
2017,MISSOURI,29,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,28,7,9,8,38,15,9,30,5,57,2,11,25,49.5
2017,MISSOURI,29,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,54,28,7,9,8,38,15,9,30,5,57,2,11,25,49.5
2017,MISSOURI,35,29,PHOSPHATE,143900000,52,52,1,46,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,53,27,6,12,10,34,16,12,28,4,56,2,18,20,49.5
2017,MISSOURI,35,29,SULFUR,7400000,10,11,1.1,11,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,53,27,6,12,10,34,16,12,28,4,56,2,18,20,49.5
2017,MISSOURI,35,29,POTASH,2.72e+08,81,83,1,55,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,53,27,6,12,10,34,16,12,28,4,56,2,18,20,49.5
2017,MISSOURI,35,29,NITROGEN,32400000,26,26,1,20,27800000,292,95300,5910000,5950000,292545000,2773327000,9.48,2,53,27,6,12,10,34,16,12,28,4,56,2,18,20,49.5
2017,NEBRASKA,30,31,SULFUR,14200000,13,13,1,19,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,4,52,27,9,8,12,50,8,4,26,3,62,1,14,20,58
2017,NEBRASKA,30,31,POTASH,28100000,30,32,1,16,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,4,52,27,9,8,12,50,8,4,26,3,62,1,14,20,58
2017,NEBRASKA,30,31,NITROGEN,34400000,13,14,1.1,43,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,4,52,27,9,8,12,50,8,4,26,3,62,1,14,20,58
2017,NEBRASKA,30,31,PHOSPHATE,128100000,46,49,1.1,46,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,4,52,27,9,8,12,50,8,4,26,3,62,1,14,20,58
2017,NEBRASKA,38,31,SULFUR,14200000,13,13,1,19,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,2,52,26,8,12,14,47,10,5,24,3,59,1,18,19,58
2017,NEBRASKA,38,31,POTASH,28100000,30,32,1,16,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,2,52,26,8,12,14,47,10,5,24,3,59,1,18,19,58
2017,NEBRASKA,38,31,NITROGEN,34400000,13,14,1.1,43,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,2,52,26,8,12,14,47,10,5,24,3,59,1,18,19,58
2017,NEBRASKA,38,31,PHOSPHATE,128100000,46,49,1.1,46,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,2,52,26,8,12,14,47,10,5,24,3,59,1,18,19,58
2017,NEBRASKA,39,31,SULFUR,14200000,13,13,1,19,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,3,51,27,7,12,15,46,10,5,24,3,60,1,18,18,58
2017,NEBRASKA,39,31,POTASH,28100000,30,32,1,16,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,3,51,27,7,12,15,46,10,5,24,3,60,1,18,18,58
2017,NEBRASKA,39,31,NITROGEN,34400000,13,14,1.1,43,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,3,51,27,7,12,15,46,10,5,24,3,60,1,18,18,58
2017,NEBRASKA,39,31,PHOSPHATE,128100000,46,49,1.1,46,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,3,51,27,7,12,15,46,10,5,24,3,60,1,18,18,58
2017,NEBRASKA,42,31,SULFUR,14200000,13,13,1,19,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,2,50,26,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
2017,NEBRASKA,42,31,POTASH,28100000,30,32,1,16,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,2,50,26,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
2017,NEBRASKA,42,31,NITROGEN,34400000,13,14,1.1,43,4.5e+07,972,46300,5590000,5650000,324220000,2766805000,9.08,2,50,26,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
